,SB,DT,DB,ASP,TC,LT,VB,PC,GB
CG13151,0.033964095099466275,0.010938924339106655,0.0497456189937818,0.02197802197802198,0.011947431302270013,0.04984423676012461,0.02044989775051125,0.025015634771732333,0.06944444444444445
CG8818,0.29112081513828236,0.2292616226071103,0.5002826455624647,0.336996336996337,0.24133811230585425,0.20249221183800623,0.5398773006134969,0.47029393370856787,0.2222222222222222
CG8569,0.04269771955361475,0.024612579762989972,0.059920859242509894,0.05860805860805861,0.04181600955794504,0.04361370716510903,0.05930470347648262,0.06941838649155722,0.041666666666666664
fra,0.30616205725376033,0.9088422971741112,0.33013001695873373,0.09523809523809523,0.4026284348864994,0.2087227414330218,0.26789366053169733,1.1882426516572857,0.5694444444444444
CG33752,0.0,0.0009115770282588879,0.0,0.0,0.0,0.0,0.0,0.0012507817385866166,0.0
CG30056,0.0,0.0013673655423883319,0.0,0.0,0.0011947431302270011,0.0,0.0,0.0006253908692933083,0.0
Cyp301a1,0.10383309073265405,0.01276207839562443,0.12549462973431316,0.1794871794871795,0.05017921146953405,0.040498442367601244,0.10633946830265849,0.22076297686053784,0.013888888888888888
Ak6,0.09606986899563319,0.07793983591613492,0.09553420011305823,0.15018315018315018,0.09438470728793309,0.009345794392523364,0.17995910020449898,0.08692933083176986,0.013888888888888888
stil,0.0,0.0,0.0,0.0,0.0,0.0,0.002044989775051125,0.0,0.0
ClC-b,0.12906356137797187,0.08659981768459435,0.18485019785189372,0.1391941391941392,0.12425328554360812,0.12461059190031153,0.1554192229038855,0.22263914946841776,0.4166666666666667
Sin3A,0.48277535177098496,0.4079307201458523,0.605992085924251,0.4908424908424908,0.44563918757467147,0.5171339563862928,0.5664621676891616,0.5816135084427767,0.6944444444444444
lncRNA:CR30055,0.0606501698204755,0.041932543299908843,0.11305822498586772,0.14652014652014653,0.056152927120669056,0.06230529595015576,0.07975460122699386,0.0969355847404628,0.1111111111111111
lncRNA:CR45279,0.00048520135856380397,0.0009115770282588879,0.0,0.0,0.0,0.0,0.0,0.001876172607879925,0.0
Amph,0.15380883066472587,0.0528714676390155,0.14132278123233466,0.7655677655677655,0.08004778972520908,0.1308411214953271,0.18404907975460122,1.0781738586616636,0.013888888888888888
Galphaq,0.09946627850557982,0.09662716499544212,0.13114754098360656,0.08791208791208792,0.08124253285543608,0.12149532710280374,0.15132924335378323,0.19074421513445905,0.1111111111111111
CG30054,0.003396409509946628,0.0009115770282588879,0.0016958733747880158,0.0,0.0011947431302270011,0.0,0.0,0.005628517823639775,0.0
CG17760,0.001455604075691412,0.0022789425706472195,0.0011305822498586771,0.0,0.0011947431302270011,0.0,0.0,0.017510944340212633,0.0
muskelin,0.017467248908296942,0.008659981768459436,0.02430751837196156,0.018315018315018316,0.017921146953405017,0.021806853582554516,0.032719836400818,0.03877423389618512,0.125
spt4,0.6181465308102863,0.37283500455788515,0.8021481062747314,0.5311355311355311,0.5639187574671446,0.37383177570093457,0.7995910020449898,0.8430268918073797,0.2361111111111111
Iswi,0.1470160116448326,0.11713764813126709,0.17071791972866027,0.14652014652014653,0.1039426523297491,0.11838006230529595,0.16359918200409,0.1657285803627267,0.041666666666666664
CG8785,0.0019408054342552159,0.0018231540565177757,0.0022611644997173543,0.007326007326007326,0.0011947431302270011,0.7258566978193146,0.00408997955010225,0.0025015634771732333,0.16666666666666666
CG8778,0.14361960213488598,0.07474931631722881,0.2182023742227247,0.1575091575091575,0.0979689366786141,0.14641744548286603,0.24539877300613497,0.225140712945591,0.1111111111111111
ZnT49B,0.09704027171276079,0.03965360072926162,0.10853589598643301,0.15018315018315018,0.08243727598566308,0.06853582554517133,0.08588957055214724,0.11382113821138211,0.013888888888888888
CG8646,0.00048520135856380397,0.00045578851412944393,0.006783493499152063,0.0,0.0,0.0,0.002044989775051125,0.0012507817385866166,0.0
nemy,0.002911208151382824,0.0036463081130355514,0.0045223289994347085,0.0,0.0011947431302270011,0.03426791277258567,0.00408997955010225,0.00375234521575985,0.013888888888888888
GLS,0.002911208151382824,0.0013673655423883319,0.011305822498586773,0.0,0.0,0.03426791277258567,0.02044989775051125,0.04940587867417136,0.0
Nup188,0.041242115477923336,0.031449407474931634,0.048049745618993785,0.029304029304029304,0.038231780167264036,0.018691588785046728,0.065439672801636,0.04440275171982489,0.013888888888888888
Obp49a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006253908692933083,0.0
CG8768,0.033964095099466275,0.023701002734731084,0.05652911249293386,0.047619047619047616,0.021505376344086023,0.056074766355140186,0.065439672801636,0.041901188242651655,0.013888888888888888
CG42663,0.07423580786026202,0.08933454876937101,0.09496890898812889,0.040293040293040296,0.06929510155316607,0.35202492211838005,0.09815950920245399,0.0375234521575985,0.013888888888888888
Mos,0.0019408054342552159,0.00045578851412944393,0.0033917467495760316,0.003663003663003663,0.0047789725209080045,0.0,0.0,0.0006253908692933083,0.0
Taz,0.11838913148956817,0.028258887876025523,0.09214245336348219,0.32234432234432236,0.14456391875746716,0.09034267912772585,0.11042944785276074,0.1651031894934334,0.013888888888888888
mRpL18,0.2440562833575934,0.09981768459434823,0.3499152063312606,0.315018315018315,0.19474313022700118,0.14330218068535824,0.261758691206544,0.41838649155722324,0.013888888888888888
ox,1.66327025715672,0.9284412032816773,2.0322215941209723,1.750915750915751,1.4540023894862604,0.9968847352024922,2.261758691206544,2.4953095684803004,1.3333333333333333
Dgkepsilon,0.14556040756914118,0.09480401093892434,0.22894290559638214,0.10989010989010989,0.1087216248506571,0.1526479750778816,0.2147239263803681,0.22451532207629768,0.20833333333333334
Nacalpha,4.98350315380883,2.9179580674567003,6.901074053137366,5.0366300366300365,3.8637992831541217,3.074766355140187,7.08997955010225,7.385240775484678,3.2083333333333335
CG12374,0.0,0.0,0.0005652911249293386,0.0,0.0,0.0,0.0,0.0,0.0
lncRNA:CR45266,0.001455604075691412,0.010938924339106655,0.0005652911249293386,0.0,0.0023894862604540022,0.003115264797507788,0.0,0.0006253908692933083,0.0
sca,0.014070839398350316,0.12807657247037374,0.01639344262295082,0.02197802197802198,0.021505376344086023,0.006230529595015576,0.022494887525562373,0.04127579737335835,0.0
CG17575,0.00048520135856380397,0.0,0.0005652911249293386,0.0,0.0,0.0,0.0,0.0,0.0
antr,0.001455604075691412,0.00045578851412944393,0.0022611644997173543,0.007326007326007326,0.0011947431302270011,0.0,0.0,0.0031269543464665416,0.0
CG17574,0.3197476952935468,0.16773017319963537,0.38892029395138494,0.1391941391941392,0.21385902031063322,0.2897196261682243,0.3374233128834356,0.6591619762351469,0.4166666666666667
asRNA:CR45140,0.00048520135856380397,0.00045578851412944393,0.0033917467495760316,0.01098901098901099,0.0011947431302270011,0.0,0.00408997955010225,0.0025015634771732333,0.0
bic,2.7345948568655993,1.8072014585232452,3.552854720180893,2.4285714285714284,2.4408602150537635,1.3925233644859814,4.3149284253578735,4.203252032520325,1.0972222222222223
asRNA:CR43469,0.0009704027171276079,0.0,0.0011305822498586771,0.0,0.0,0.003115264797507788,0.0,0.0,0.0
Balat,0.0009704027171276079,0.00045578851412944393,0.0022611644997173543,0.0,0.0,0.0,0.00408997955010225,0.0006253908692933083,0.0
asRNA:CR43468,0.00048520135856380397,0.0009115770282588879,0.0011305822498586771,0.0,0.0,0.003115264797507788,0.002044989775051125,0.0050031269543464665,0.0
Lfg,0.002911208151382824,0.0036463081130355514,0.013001695873374788,0.0,0.0011947431302270011,0.0778816199376947,0.0081799591002045,0.03689806128830519,0.013888888888888888
AspRS,0.5492479378942261,0.3272561531449407,0.8174109666478236,0.5384615384615384,0.4265232974910394,0.48598130841121495,0.8404907975460123,0.8868042526579112,0.3611111111111111
Nmda1,0.4895681707908782,0.2415679124886053,0.647823629169022,0.4468864468864469,0.3930704898446834,0.6853582554517134,0.5357873210633947,0.9706066291432145,0.5555555555555556
asRNA:CR45141,0.00048520135856380397,0.00045578851412944393,0.0022611644997173543,0.0,0.0011947431302270011,0.0,0.0,0.0,0.0
vg,0.003396409509946628,0.08523245214220601,0.011305822498586773,0.01098901098901099,0.005973715651135006,0.012461059190031152,0.0081799591002045,0.011882426516572859,0.0
lncRNA:CR46336,0.0,0.00045578851412944393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAT1,1.3692382338670548,0.8783044667274384,1.5330695308083664,1.6007326007326008,1.1505376344086022,2.3862928348909658,1.392638036809816,2.0375234521575987,4.625
CG13319,0.22804463852498788,0.15496809480401094,0.3527416619559073,0.19047619047619047,0.16367980884109917,0.1806853582554517,0.31901840490797545,0.31207004377736086,0.1111111111111111
sug,0.0024260067928190197,0.0027347310847766638,0.0033917467495760316,0.003663003663003663,0.0023894862604540022,0.003115264797507788,0.002044989775051125,0.0006253908692933083,0.0
CG17019,0.07472100921882581,0.059708295350957154,0.0791407574901074,0.05860805860805861,0.04898446833930705,0.07165109034267912,0.07157464212678936,0.07442151344590368,0.05555555555555555
SCCRO3,0.1096555070354197,0.07566089334548769,0.13849632560768796,0.09523809523809523,0.08363201911589008,0.1526479750778816,0.1165644171779141,0.14196372732958099,0.2638888888888889
Sans,0.5769044153323629,0.2502278942570647,0.5127190503109101,0.7765567765567766,0.5292712066905615,0.5420560747663551,0.5950920245398773,0.9380863039399625,0.05555555555555555
CG30487,0.0,0.00045578851412944393,0.0,0.0,0.0011947431302270011,0.0,0.0,0.0,0.0
Mdr49,0.17321688500727803,0.07429352780309936,0.013566986998304126,0.01098901098901099,0.06451612903225806,0.42679127725856697,0.034764826175869123,0.014383989993746092,0.18055555555555555
CG44251,0.0,0.0,0.0,0.0,0.0,0.0,0.002044989775051125,0.0,0.0
CG44250,0.0024260067928190197,0.0,0.0016958733747880158,0.003663003663003663,0.0047789725209080045,0.003115264797507788,0.00408997955010225,0.0025015634771732333,0.013888888888888888
CG13321,0.00048520135856380397,0.00045578851412944393,0.0,0.0,0.0,0.003115264797507788,0.002044989775051125,0.0006253908692933083,0.0
Psc,0.4269771955361475,0.45350957155879673,0.7292255511588468,0.3663003663003663,0.44922341696535245,0.4454828660436137,0.6728016359918201,0.8061288305190745,0.375
Su(z)2,0.08393983503153808,0.04512306289881495,0.13284341435839458,0.10256410256410256,0.09199522102747909,0.11214953271028037,0.08997955010224949,0.1131957473420888,0.027777777777777776
CG13323,0.0,0.00045578851412944393,0.0016958733747880158,0.018315018315018316,0.0,0.0,0.00408997955010225,0.0,0.0
CG13324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drl-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CG3955,0.0,0.00045578851412944393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cap-G,0.042212518195050945,0.04649042844120328,0.05200678349349915,0.05128205128205128,0.02867383512544803,0.06542056074766354,0.034764826175869123,0.03439649781113196,0.041666666666666664
Ack-like,0.11159631246967491,0.10938924339106655,0.1537591859807801,0.05860805860805861,0.07765830346475508,0.35202492211838005,0.13701431492842536,0.150093808630394,0.2777777777777778
TppII,0.3318777292576419,0.21969006381039197,0.5737704918032787,0.3443223443223443,0.2974910394265233,0.557632398753894,0.5296523517382413,0.7110694183864915,0.5833333333333334
ND-MWFE,0.9049005337214944,0.5793072014585232,1.3176936122102882,0.945054945054945,0.7646356033452808,0.719626168224299,1.3824130879345604,1.3295809881175735,0.4583333333333333
Nrk,0.001455604075691412,0.004557885141294439,0.0033917467495760316,0.0,0.0023894862604540022,0.009345794392523364,0.0081799591002045,0.00375234521575985,0.0
CG15870,0.002911208151382824,0.00045578851412944393,0.008479366873940079,0.007326007326007326,0.0,0.012461059190031152,0.014314928425357873,0.07004377736085053,0.013888888888888888
GLaz,0.18631732168850074,0.03099361896080219,0.44714527981910684,0.06227106227106227,0.038231780167264036,0.14018691588785046,0.2392638036809816,2.158223889931207,0.2222222222222222
Spt-I,0.2726831635128578,0.15952597994530537,0.3600904465799887,0.27472527472527475,0.18399044205495818,0.17445482866043613,0.32719836400818,0.4452782989368355,0.1388888888888889
asRNA:CR45142,0.00048520135856380397,0.0,0.0005652911249293386,0.0,0.0,0.0,0.0,0.0006253908692933083,0.0
AGBE,0.07714701601164484,0.08340929808568824,0.12097230073487847,0.07326007326007326,0.08004778972520908,0.16199376947040497,0.14519427402862986,0.041901188242651655,0.013888888888888888
CG33137,0.0019408054342552159,0.0013673655423883319,0.0011305822498586771,0.0,0.0011947431302270011,0.003115264797507788,0.002044989775051125,0.0006253908692933083,0.0
CG17724,0.002911208151382824,0.006381039197812215,0.007348784624081402,0.0,0.009557945041816009,0.012461059190031152,0.002044989775051125,0.0025015634771732333,0.0
seq,0.00048520135856380397,0.0009115770282588879,0.0,0.0,0.0,0.0,0.002044989775051125,0.0006253908692933083,0.0
Kdm4B,0.1450752062105774,0.11713764813126709,0.1961560203504805,0.1282051282051282,0.10513739545997611,0.09345794392523364,0.2065439672801636,0.1726078799249531,0.25
ValRS,0.4027171276079573,0.13673655423883319,0.3295647258338044,0.4725274725274725,0.36200716845878134,0.23052959501557632,0.31901840490797545,0.5146966854283928,0.1111111111111111
FLASH,0.04269771955361475,0.03099361896080219,0.0570944036178632,0.05128205128205128,0.038231780167264036,0.040498442367601244,0.03067484662576687,0.04440275171982489,0.041666666666666664
CG4627,0.06889859291606017,0.04284412032816773,0.11531938948558508,0.029304029304029304,0.04778972520908005,0.0529595015576324,0.10429447852760736,0.13133208255159476,0.027777777777777776
CG4630,0.0,0.0,0.0,0.0,0.0,0.0,0.006134969325153374,0.0,0.0
CG4646,0.3459485686559922,0.20601640838650867,0.5211984171848502,0.4139194139194139,0.3094384707287933,0.1806853582554517,0.4948875255623722,0.4540337711069418,0.1527777777777778
CG17059,0.6157205240174672,0.3714676390154968,0.8004522328999435,0.5531135531135531,0.5089605734767025,0.38006230529595014,0.6768916155419223,0.774859287054409,0.18055555555555555
Fsn,0.1819505094614265,0.1203281677301732,0.3516110797060486,0.27106227106227104,0.1827956989247312,0.2398753894080997,0.2392638036809816,0.34771732332707944,0.2361111111111111
Dp,0.28093158660844253,0.2835004557885141,0.41322781232334654,0.304029304029304,0.26045400238948624,0.2803738317757009,0.40286298568507156,0.47779862414008756,0.4861111111111111
lncRNA:CR43918,0.003396409509946628,0.0036463081130355514,0.010175240248728096,0.003663003663003663,0.0023894862604540022,0.018691588785046728,0.0081799591002045,0.011882426516572859,0.013888888888888888
Pex13,0.08782144590004852,0.04284412032816773,0.11136235161107971,0.10989010989010989,0.06332138590203107,0.10903426791277258,0.08793456032719836,0.13195747342088807,0.09722222222222222
fsd,0.07180980106744299,0.04238833181403829,0.10062182023742228,0.08791208791208792,0.06451612903225806,0.08722741433021806,0.09202453987730061,0.11006879299562226,0.1111111111111111
Qsox1,0.20232896652110627,0.07292616226071102,0.21989824759751272,0.1575091575091575,0.15173237753882915,0.29595015576323985,0.21063394683026584,0.34083802376485306,0.2222222222222222
CG4676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031269543464665416,0.0
CG4679,0.05579815623483746,0.022333637192342753,0.06331260599208592,0.06227106227106227,0.038231780167264036,0.0529595015576324,0.09611451942740286,0.11069418386491557,0.027777777777777776
GstE14,0.00048520135856380397,0.00045578851412944393,0.0005652911249293386,0.0,0.0,0.009345794392523364,0.002044989775051125,0.029393370856785492,0.0
Mp20,0.00048520135856380397,0.0,0.0011305822498586771,0.0,0.0,0.0,0.0,0.0012507817385866166,0.0
CG42319,0.00048520135856380397,0.00045578851412944393,0.0011305822498586771,0.0,0.0023894862604540022,0.0,0.002044989775051125,0.0006253908692933083,0.0
Dh31-R,0.005337214944201844,0.07292616226071102,0.0045223289994347085,0.02197802197802198,0.0047789725209080045,0.0,0.00408997955010225,0.0068792995622263915,0.013888888888888888
lncRNA:CR44206,0.0038816108685104317,0.0009115770282588879,0.0033917467495760316,0.0,0.0011947431302270011,0.009345794392523364,0.006134969325153374,0.05628517823639775,0.0
CG30059,0.0,0.0,0.0005652911249293386,0.0,0.0,0.0,0.0,0.0,0.0
CG42321,0.037360504609412905,0.01959890610756609,0.0423968343697004,0.047619047619047616,0.02867383512544803,0.06542056074766354,0.05112474437627812,0.06253908692933083,0.0
CG30060,0.00048520135856380397,0.0,0.0005652911249293386,0.0,0.0011947431302270011,0.0,0.0,0.0006253908692933083,0.0
Ser8,0.00048520135856380397,0.0,0.0016958733747880158,0.0,0.0,0.0,0.0,0.0012507817385866166,0.0
cnn,0.012130033964095099,0.021422060164083864,0.010175240248728096,0.007326007326007326,0.008363201911589008,0.01557632398753894,0.014314928425357873,0.005628517823639775,0.0
cbs,0.036875303250849104,0.03099361896080219,0.0570944036178632,0.03296703296703297,0.017921146953405017,0.040498442367601244,0.04294478527607362,0.054409005628517824,0.027777777777777776
arr,0.08102862688015526,0.12306289881494986,0.1537591859807801,0.054945054945054944,0.05137395459976105,0.07165109034267912,0.08997955010224949,0.26516572858036275,0.125
CG43192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006253908692933083,0.0
cbc,0.049005337214944204,0.024612579762989972,0.05822498586772187,0.04395604395604396,0.025089605734767026,0.03426791277258567,0.028629856850715747,0.05065666041275797,0.05555555555555555
cid,0.0024260067928190197,0.0027347310847766638,0.0033917467495760316,0.0,0.0023894862604540022,0.0,0.014314928425357873,0.0006253908692933083,0.0
bbc,0.2692867540029112,0.11987237921604375,0.2792538157150933,0.4175824175824176,0.2270011947431302,0.2897196261682243,0.2147239263803681,0.3883677298311445,0.06944444444444445
drk,0.39689471130519166,0.31768459434822244,0.5833804409270774,0.34798534798534797,0.34886499402628435,0.67601246105919,0.5030674846625767,0.6535334584115072,0.3055555555555556
mars,0.006307617661329452,0.010483135824977211,0.007348784624081402,0.0,0.007168458781362007,0.006230529595015576,0.014314928425357873,0.013133208255159476,0.013888888888888888
mip120,0.051916545366327026,0.03099361896080219,0.07292255511588468,0.05128205128205128,0.043010752688172046,0.06542056074766354,0.05521472392638037,0.05190744215134459,0.041666666666666664
mEFTu1,0.3386705482775352,0.17092069279854147,0.3352176370830978,0.4468864468864469,0.18040621266427717,0.07476635514018691,0.48057259713701433,0.3814884302689181,0.08333333333333333
Vmat,0.0,0.0013673655423883319,0.0005652911249293386,0.0,0.0,0.0,0.0,0.0,0.013888888888888888
CG13330,0.0,0.0,0.0005652911249293386,0.0,0.0011947431302270011,0.0,0.0,0.0,0.0
CG13331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CG13332,0.0,0.0,0.0005652911249293386,0.0,0.0,0.0,0.002044989775051125,0.0012507817385866166,0.0
CG6145,0.3323629306162057,0.1276207839562443,0.17467495760316562,0.1282051282051282,0.11469534050179211,0.2616822429906542,0.12883435582822086,0.11882426516572858,1.3333333333333333
CG33156,0.021834061135371178,0.02552415679124886,0.03787450537026569,0.02564102564102564,0.021505376344086023,0.19937694704049844,0.05112474437627812,0.054409005628517824,3.4722222222222223
Roe1,0.17806889859291605,0.0861440291704649,0.20463538722442057,0.20512820512820512,0.11469534050179211,0.12149532710280374,0.18609406952965235,0.1951219512195122,0.041666666666666664
link,0.00048520135856380397,0.0009115770282588879,0.0005652911249293386,0.0,0.0,0.0,0.00408997955010225,0.0006253908692933083,0.0
snoRNA:Psi28S-1153,0.0009704027171276079,0.00045578851412944393,0.0005652911249293386,0.0,0.0,0.0,0.002044989775051125,0.0006253908692933083,0.0
snoRNA:2R:9445205,0.0019408054342552159,0.0013673655423883319,0.0045223289994347085,0.0,0.0,0.0,0.002044989775051125,0.0,0.0
snoRNA:2R:9445410,0.0019408054342552159,0.0018231540565177757,0.0016958733747880158,0.0,0.0011947431302270011,0.0,0.002044989775051125,0.0006253908692933083,0.0
CG42807,0.001455604075691412,0.0009115770282588879,0.0011305822498586771,0.0,0.010752688172043012,0.0,0.0,0.001876172607879925,0.0
CG42808,0.0048520135856380394,0.0022789425706472195,0.005652911249293386,0.01098901098901099,0.11230585424133811,0.3582554517133956,0.006134969325153374,0.004377736085053158,0.013888888888888888
lncRNA:CR44365,0.00048520135856380397,0.0,0.0,0.0,0.0023894862604540022,0.0,0.0,0.0,0.0
lncRNA:CR44366,0.0,0.0018231540565177757,0.0011305822498586771,0.003663003663003663,0.05017921146953405,0.006230529595015576,0.002044989775051125,0.0,0.0
CG6191,0.03153808830664726,0.016864175022789425,0.04465799886941775,0.05128205128205128,0.03464755077658303,0.06542056074766354,0.049079754601226995,0.05503439649781113,0.06944444444444445
fand,0.07860262008733625,0.05879671832269827,0.13397399660825324,0.08424908424908426,0.06212664277180406,0.09657320872274143,0.11860940695296524,0.1200750469043152,0.06944444444444445
S-Lap5,0.00048520135856380397,0.0,0.0,0.0,0.0011947431302270011,0.0,0.0,0.0,0.0
CG34236,0.0,0.0,0.0005652911249293386,0.0,0.0,0.0,0.0,0.0031269543464665416,0.0
CG17716,0.021348859776807377,0.010483135824977211,0.07687959299039004,0.014652014652014652,0.008363201911589008,0.024922118380062305,0.02044989775051125,0.1125703564727955,0.013888888888888888
CG6209,0.008248423095584668,0.0018231540565177757,0.0005652911249293386,0.029304029304029304,0.027479091995221028,0.006230529595015576,0.00408997955010225,0.0050031269543464665,0.013888888888888888
CG13337,0.0019408054342552159,0.0009115770282588879,0.00395703787450537,0.0,0.0011947431302270011,0.0,0.00408997955010225,0.006253908692933083,0.0
CG18368,0.0,0.00045578851412944393,0.0045223289994347085,0.0,0.0011947431302270011,0.0,0.002044989775051125,0.010006253908692933,0.0
CG6280,0.0,0.00045578851412944393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stj,0.00048520135856380397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fl(2)d,0.37166424065987386,0.2310847766636281,0.38778971170152626,0.4139194139194139,0.27956989247311825,0.3395638629283489,0.40899795501022496,0.39524702939337086,0.4722222222222222
CG13339,0.049490538573508006,0.02643573381950775,0.06218202374222725,0.09157509157509157,0.04181600955794504,0.04984423676012461,0.03680981595092025,0.06504065040650407,0.027777777777777776
CG6329,0.0,0.0,0.0005652911249293386,0.0,0.0,0.0,0.0,0.0006253908692933083,0.0
CG6347,0.0,0.0,0.0011305822498586771,0.0,0.0,0.0,0.0,0.0,0.0
CG6357,0.975254730713246,0.5332725615314494,2.5969474279253815,0.10622710622710622,0.22939068100358423,1.3302180685358256,1.329243353783231,0.267667292057536,0.2222222222222222
Syngr,0.0009704027171276079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CG30484,0.0,0.0,0.0,0.0,0.0,0.0,0.002044989775051125,0.0,0.0
CG30485,0.0,0.0,0.0005652911249293386,0.003663003663003663,0.0,0.0,0.0,0.0,0.0
Echs1,1.9985443959243085,1.49179580674567,3.495195025438101,1.3626373626373627,1.4922341696535244,1.4330218068535825,3.8895705521472395,3.279549718574109,0.75
CG6553,0.0,0.0,0.0005652911249293386,0.0,0.0,0.003115264797507788,0.002044989775051125,0.0,0.0
asRNA:CR44367,0.00048520135856380397,0.0,0.0011305822498586771,0.003663003663003663,0.0,0.0,0.00408997955010225,0.0,0.0
tum,0.009218825812712276,0.018687329079307202,0.015262860373092142,0.007326007326007326,0.005973715651135006,0.01557632398753894,0.012269938650306749,0.010631644777986242,0.0
Uba3,0.09946627850557982,0.0820419325432999,0.18202374222724704,0.09523809523809523,0.07168458781362007,0.06230529595015576,0.17177914110429449,0.1125703564727955,0.027777777777777776
CG16935,0.09364386220281416,0.05788514129443938,0.13397399660825324,0.10256410256410256,0.08004778972520908,0.08411214953271028,0.12678936605316973,0.13320825515947468,0.1111111111111111
CG13344,0.03056768558951965,0.02780309936189608,0.04861503674392312,0.03296703296703297,0.019115890083632018,0.018691588785046728,0.024539877300613498,0.05628517823639775,0.013888888888888888
shot,1.457544881125667,0.6736554238833181,1.3843979649519502,1.4542124542124542,1.2043010752688172,3.6448598130841123,1.179959100204499,1.1638524077548469,0.4722222222222222
DJ-1alpha,0.00048520135856380397,0.00045578851412944393,0.0011305822498586771,0.0,0.0,0.0,0.002044989775051125,0.001876172607879925,0.0
AGO1,1.0281416787967006,0.8887876025524157,1.3131712832108535,1.336996336996337,0.8410991636798089,1.0093457943925233,1.100204498977505,1.308317698561601,1.625
CG33155,0.0009704027171276079,0.0013673655423883319,0.0,0.0,0.0,0.0,0.002044989775051125,0.0,0.0
Rpn13,1.3818534691897137,0.9457611668185961,1.8241944601469757,1.5567765567765568,1.037037037037037,1.97196261682243,1.6584867075664622,2.006253908692933,1.9305555555555556
Cp1,0.7287724405628335,0.35870556061987235,1.0288298473713964,0.6556776556776557,0.5173237753882916,0.8130841121495327,0.869120654396728,1.129455909943715,0.8194444444444444
CG42806,0.1965065502183406,0.3518687329079307,0.14301865460712268,0.04395604395604396,0.2162485065710872,0.0529595015576324,0.3987730061349693,0.045653533458411506,0.013888888888888888
PheRS-m,0.1339155749636099,0.06153144940747493,0.22498586772187676,0.17216117216117216,0.08602150537634409,0.14641744548286603,0.22085889570552147,0.32895559724828016,0.09722222222222222
St4,0.1324599708879185,0.007292616226071103,0.013566986998304126,0.8131868131868132,0.42891278375149344,0.06853582554517133,0.010224948875255624,0.041901188242651655,0.06944444444444445
CG18568,0.0009704027171276079,0.00045578851412944393,0.0011305822498586771,0.0,0.0011947431302270011,0.003115264797507788,0.002044989775051125,0.0012507817385866166,0.0
CG6701,0.22367782629791363,0.1267092069279854,0.3470887507066139,0.2271062271062271,0.19952210274790919,0.27102803738317754,0.3149284253578732,0.3814884302689181,0.3472222222222222
Ctf4,0.006792819019893256,0.0031905195989061076,0.005087620124364048,0.003663003663003663,0.0023894862604540022,0.0,0.012269938650306749,0.0068792995622263915,0.0
CG8067,0.027171276079573023,0.016408386508659983,0.048049745618993785,0.03296703296703297,0.02031063321385902,0.021806853582554516,0.04703476482617587,0.046278924327704814,0.013888888888888888
RN-tre,0.08685104318292092,0.056517775752051046,0.09044657998869418,0.14285714285714285,0.10991636798088411,0.08411214953271028,0.081799591002045,0.1131957473420888,0.06944444444444445
mam,0.31635128578360017,0.37556973564266183,0.4431882419446015,0.12454212454212454,0.3130227001194743,0.8099688473520249,0.4294478527607362,0.267667292057536,1.625
CG18371,0.0009704027171276079,0.0022789425706472195,0.002826455624646693,0.0,0.0011947431302270011,0.003115264797507788,0.0,0.0031269543464665416,0.0
Prosap,0.6123241145075207,1.756608933454877,1.0587902769926512,0.31868131868131866,1.1935483870967742,1.0467289719626167,0.8875255623721882,0.49280800500312694,4.194444444444445
Rcd1,0.11693352741387676,0.06927985414767548,0.11814584511023177,0.10622710622710622,0.0908004778972521,0.11526479750778816,0.09202453987730061,0.11882426516572858,0.18055555555555555
pea,0.09073265405143134,0.05560619872379216,0.10853589598643301,0.06593406593406594,0.06571087216248507,0.059190031152647975,0.08384458077709611,0.09818636647904941,0.05555555555555555
CG13018,0.08442503639010189,0.04512306289881495,0.14471452798191067,0.06593406593406594,0.0908004778972521,0.06542056074766354,0.10020449897750511,0.1200750469043152,0.06944444444444445
CG13016,0.061620572537603106,0.03919781221513218,0.11305822498586772,0.047619047619047616,0.06212664277180406,0.07165109034267912,0.09815950920245399,0.1294559099437148,0.013888888888888888
CysRS-m,0.039786511402231925,0.021422060164083864,0.0746184284906727,0.029304029304029304,0.03345280764635603,0.03426791277258567,0.05112474437627812,0.058161350844277676,0.0
O-fut1,0.5919456574478409,0.31631722880583407,0.4833239118145845,0.3956043956043956,0.41935483870967744,0.19314641744548286,0.49693251533742333,0.45716072545340836,0.125
eIF3m,1.1266375545851528,0.7174111212397447,1.8061051441492368,1.5018315018315018,0.8375149342891278,1.1339563862928348,1.6339468302658486,1.9299562226391496,1.9166666666666667
CG8323,0.030082484230955848,0.010027347310847767,0.03278688524590164,0.007326007326007326,0.013142174432497013,0.018691588785046728,0.032719836400818,0.05753595997498437,0.013888888888888888
