"","control_1.bam","control_2.bam","control_3.bam"
"Act42A",136151.330992018,123914.027650294,121881.680079855
"Pngl",3952.77291439894,3432.09125979623,3820.38410345584
"Strica",447.379145960618,443.065229443522,484.883026873538
"SCAP",2563.91800817784,2226.42126982471,3186.22710864883
"CG14591",3.95910748637715,5.17772388331328,27.7958423048525
"Tbce",2420.59831717099,2341.81054493855,2622.07445742442
"CCHa2-R",0,7.39674840473326,0
"l(2)k09848",4445.28588570426,3578.54687820995,3670.08065988145
"CG7849",475.092898365258,434.928806198316,365.463852526764
"SmydA-5",30.0892168964663,2.21902452141998,22.6484641002502
"Ars2",13370.6978029929,11283.7396914206,13831.0052357664
"EcR",5456.44193772498,7143.03993445091,6403.33848652528
"CG14589",0,2.21902452141998,0
"lncRNA:CR43904",11.8773224591314,16.2728464904132,0
"Cyp6w1",0.791821497275429,0,0
"CG8343",0,0,0
"Ptr",216.959090253468,728.579717866226,149.273967933467
"eIF3f2",0,0.739674840473326,0
"CG17994",0,8.13642324520659,26.766366663932
"l(2)k14710",2408.72099471186,2736.79690975131,2703.40303305713
"bin3",3909.22273204879,3743.4943676355,4093.19514829976
"lncRNA:CR44161",19.7955374318857,30.3266684594064,32.9432205094548
"tomboy40",11.8773224591314,25.1489445760931,17.5010858956479
"Pld",1457.74337648407,1494.88285259659,1880.85199596169
"lncRNA:CR46075",22.9628234209875,21.4505703737265,10.2947564092046
"jing",3717.60192970814,3137.70067328785,3807.00092012387
"lncRNA:CR45127",19.7955374318857,5.17772388331328,2.05895128184093
"lncRNA:CR43905",0,1.47934968094665,9.26528076828416
"CG15233",11.085500961856,19.9712206927798,38.0905987140571
"Vha16-1",42195.3757683104,37329.1701741674,40265.8807433221
"Trap1",4861.78399327114,5327.87787592937,4945.6009789819
"Bap170",5190.38991464044,5557.1770764761,6750.27177751547
"Fmo-2",21.3791804264366,39.2027665450863,19.5600371774888
"Debcl",2498.98864540125,3641.41923965018,2628.25131126994
"Opbp",1419.73594461484,1570.32968632487,1625.54203701341
"geminin",4358.97734250124,4737.61735323165,3629.93110988555
"sced",2209.18197739845,2136.92061412744,2490.3015753866
"Dpit47",4678.87322740051,5253.17071704156,4457.6295251856
"Adf1",7673.54213009619,8639.40213672845,7134.26619157881
"lncRNA:CR45128",13.4609654536823,16.2728464904132,5.14737820460231
"CG15908",402.245320615918,388.329291248496,341.785912785594
"CG9410",509.933044245376,736.716141111433,574.447407633618
"Hsepi",2641.51651491083,2579.98584357096,2851.64752534968
"PGAP3",1821.98126523076,1744.89294867658,1599.8051459904
"CG17266",1631.94410588466,1838.09197857622,1357.87837037409
"CG9422",1967.67642072944,1880.99311932367,1657.45578188195
"Tdc1",467.174683392503,826.216796808705,1245.66552551376
"CG15909",0,2.21902452141998,42.208501277739
"Tdc2",19.0037159346103,0,7.20632948644324
"CG3270",99.7695086567041,107.252851868632,58.6801115324664
"Mob4",11791.8057374257,10347.3113433814,9735.75113618482
"Rab2",4316.21898164837,4458.02026353274,4361.88829058
"lncRNA:CR43611",3.16728598910172,0,4.11790256368185
"Zip42C.1",11.085500961856,6.65707356425994,0
"l(2)01289",97.3940441648778,333.59335305347,871.965867859632
"phtf",2843.43099671607,2085.88305013478,3076.07321507034
"Mccc2",2293.11505610964,2247.13216535796,2127.9261497826
"Eb1",28701.1538117425,24604.5438935047,28180.8661945567
"CG3420",1717.46082759041,1983.06824730899,1655.3968306001
"CG9436",4417.57213329962,3550.43923427197,4064.36983035399
"Epac",132.234190044997,90.2403305377458,99.8591371692849
"Cyp6a2",0,0,4.11790256368185
"SdhB",6889.63884779351,6344.93078158019,6236.56343269616
"CG15237",1193.27499639407,1517.81277265127,1130.36425373067
"ubl",1892.45337848828,2129.52386572271,1798.49394468805
"koi",2185.42733248019,1835.13327921432,1963.21004723532
"lncRNA:CR44442",0,4.43804904283996,0
"CG15236",140.944226515026,277.378065177497,203.836176902252
"CG34215",51.4683973229029,38.463091704613,29.8547935866934
"coro",12921.7350140377,13662.5339783828,14537.2255254379
"CG9447",0,26.6282942570397,5.14737820460231
"Spn42Da",1905.91434394196,2195.35492652483,2244.25689720661
"Spn42Db",11.085500961856,21.4505703737265,7.20632948644324
"Spn42Dc",27.71375240464,62.1326865997594,43.2379769186594
"Spn42Dd",13.4609654536823,14.0538219689932,4.11790256368185
"Spn42De",327.022278374752,759.646061166106,451.939806364083
"CG30158",1.58364299455086,0,0
"CG3358",1510.79541680152,1634.68139744605,1572.00930368555
"mim",1602.64671048547,1796.67018750971,2143.3682843964
"CheB42c",22.171001923712,10.3554477666266,12.3537076910456
"Cyp6u1",741.144921449802,848.407042022905,995.502944770087
"CG30157",55.4275048092801,90.9800053782191,61.7685384552278
"vimar",5841.26718540084,5872.27855851774,7228.97795054349
"lncRNA:CR44170",0,0,7.20632948644324
"lncRNA:CR44171",2.37546449182629,3.69837420236663,15.4421346138069
"CG30156",83.1412572139201,48.8185394712395,125.596028192296
"CG17002",2011.22660307959,2438.70794904056,1768.63915110136
"Tsp42Ea",7.91821497275429,58.4343123973928,32.9432205094548
"CG30159",3320.89935957315,4452.84253964942,2771.34842535789
"Tsp42Ec",0,15.5331716499399,11.3242320501251
"Tsp42Ed",63.3457197820344,102.814802825792,28.825317945773
"Tsp42Ee",39589.4912207769,47650.5928981321,41935.6902328951
"CG43646",6.33457197820344,8.87609808567991,7.20632948644324
"CG43647",0,15.5331716499399,1.02947564092046
"lncRNA:CR44172",49.0929328310766,54.7359381950261,28.825317945773
"Tsp42Ef",3533.10752084297,4219.84496490033,3430.21283554698
"Tsp42Eg",0.791821497275429,53.2565885140795,8.2358051273637
"Tsp42Eh",209.832696777989,149.414317775612,83.3875269145575
"Tsp42Ei",60.9702552902081,103.554477666266,42.208501277739
"CR12842",209.040875280713,193.055133363538,176.040334597399
"Tsp42Ej",590.69883696747,441.585879762576,403.554451240821
"Tsp42Ek",463.215575906126,119.827324156679,20.5895128184093
"Tsp42El",684.133773645971,689.37695132114,1412.44057934287
"lbm",239.921913674455,182.699685596912,386.053365345174
"Tsp42En",0,0,0
"Tsp42Ep",382.449783184032,82.8435821330125,37.0611230731367
"Pgant3",2578.1707951288,2544.48145122824,2426.47408564953
"Tsp42Eq",0.791821497275429,1.47934968094665,1.02947564092046
"Tsp42Er",0,0,0
"CG12831",0.791821497275429,8.87609808567991,7.20632948644324
"esn",4794.47916600272,6672.60673590988,6591.73252881372
"Cyp9b1",10.2936794645806,0,5.14737820460231
"Cyp9b2",43.5501823501486,0,0
"Spn43Aa",20528.7641383628,17235.163457869,19550.7718967205
"pk",1648.57235732744,1687.93798596013,1994.09431646294
"Spn43Ab",84.7249002084709,19.9712206927798,18.5305615365683
"Spn43Ad",18.2118944373349,0,1.02947564092046
"nec",167.074335925116,170.125213308865,92.6528076828416
"CG11060",11.8773224591314,14.0538219689932,35.0021717912957
"CG33140",53.0520403174538,33.2853678212997,79.2696243508756
"CG30385",57.0111478038309,37.7234168641396,49.4148307641822
"CG30384",0,0,0
"Ady43A",2325.57973749794,3176.90343983294,2930.91714970056
"Gadd45",1190.89953190225,2387.6703850479,5280.18056228105
"CG1850",12.6691439564069,16.2728464904132,27.7958423048525
"Br140",2041.31581997606,2015.61394028981,1944.67948569875
"Incenp",9666.55683873844,11945.0089988037,9042.91402984534
"pwn",1705.58350513127,3793.79225678769,2284.40644720251
"CG12164",0,77.6658582496993,32.9432205094548
"Dscam1",2637.55740742446,2385.45136052648,2967.97827277369
"asRNA:CR45129",16.628251442784,5.17772388331328,6.17685384552278
"cos",4459.53867265522,4580.80628705131,5208.11726741662
"Dhx15",13181.4524651441,11995.3068879559,11993.3912167234
"Gr43a",18.2118944373349,21.4505703737265,14.4126589728865
"Glo1",6783.5347671586,6813.14495559981,6502.16814805364
"asRNA:CR44201",5.54275048092801,1.47934968094665,4.11790256368185
"Eaf",1776.05561838879,2179.08208003442,2395.58981642192
"so",483.802934835287,554.756130354995,456.057708927765
"lncRNA:CR44202",0,1.47934968094665,1.02947564092046
"CG11145",0,0,0
"CG11123",1535.34188321706,1512.63504876795,1383.6152613971
"sPLA2",68.8884702629624,14.7934968094665,18.5305615365683
"CG11125",182.118944373349,494.842468276655,216.189884593297
"Inos",8491.4937367817,5741.35611175396,5264.73842766725
"CG11141",1722.21175657406,2180.56142971537,2454.26992795438
"CG11127",3191.83245551726,3988.32673983218,3428.15388426514
"p47",6032.8879877415,5627.44618632107,4625.43405465564
"Aldh-III",5701.90660188037,7511.39800500663,6319.95095961072
"wech",1796.64297731795,1957.17962789242,2874.29598944993
"Coop",6199.17050216934,8507.00034028372,6846.01301212108
"asRNA:CR43723",137.776940525925,168.645863627918,125.596028192296
"CG1620",13042.8837031209,14019.7969263314,12563.7207217933
"dpa",11575.6384686695,12661.0142443819,11817.350882126
"didum",1800.60208480433,1621.36725031753,2738.40520484843
"mEFTu2",4149.93646722053,4285.67602570245,3781.26402910086
"az2",1088.75455875372,1172.38462215022,1173.60223064933
"CG1603",667.505522203187,608.012718869074,652.687556343573
"CG1602",814.784320696417,829.915171011072,964.618675542474
"PIG-G",3263.88821176932,3795.27160646864,3372.56219965544
"Orc1",1966.88459923217,2134.70158960602,2058.95128184093
"Drat",7572.98079994221,5318.26210300322,3920.24324062512
"lncRNA:CR44209",0,5.91739872378661,0
"Cyt-b5",7329.09977878137,6933.71195459696,6451.72384164854
"Gpo2",31.6728598910172,5.91739872378661,10.2947564092046
"CG1598",2916.27857446541,2708.68926581332,2515.00899076869
"Corin",125.107796569518,120.566998997152,136.920260242422
"CG30499",5646.47909707109,6694.79698112408,6120.23268527215
"boca",4760.43084161988,5459.53999753362,4737.64689951597
"Vps13",2507.69868187128,2702.77186708953,3873.9168367837
"blow",10419.5790826474,10430.1549255144,9855.17031053159
"CG1360",322.2713493911,208.588305013478,243.98572689815
"scra",10752.9359330003,11648.3993877739,13523.1920191312
"CG1358",73.6393992466149,64.3517111211794,26.766366663932
"CG43340",267.635666079095,190.836108842118,193.541420493047
"asRNA:CR45131",0,0.739674840473326,4.11790256368185
"CG17985",1653.3232863111,1650.95424393646,1438.17747036589
"Rpt1",16591.0358324121,15739.5409304319,16470.5807790865
"CG30491",742.728564444353,738.935165632853,716.515046080642
"CG30495",101.353151651255,163.468139744605,94.7117589646826
"CG2065",13.4609654536823,157.550741020818,136.920260242422
"CG2064",863.877253527493,863.940213672845,765.929876844824
"DCTN4-p62",1800.60208480433,1624.32594967942,1702.75271008245
"mRpL52",2108.62064724447,2077.0069520491,1658.48525752287
"CG12107",2080.90689483983,1792.23213846687,1953.94476646704
"U2A",3188.66516952815,3219.06490573992,2641.63449460191
"LRR",5636.18541760651,6162.97077082375,8405.66860811558
"CG30493",520.226723709957,420.135309388849,688.71920377579
"CG30496",2850.55739019155,3412.85971394393,2946.35928431436
"CG34216",0,0,0
"tor",38.0074318692206,0,12.3537076910456
"CG1941",22.171001923712,4.43804904283996,9.26528076828416
"CG18812",4647.20036750949,3758.28786444497,4638.81723798761
"asRNA:CR45108",5.54275048092801,7.39674840473326,0
"CanB2",5615.59805867734,5166.62876070618,4198.20166367365
"CG12825",49.0929328310766,22.1902452141998,6.17685384552278
"CG12824",9.50185796730515,11.0951226070999,7.20632948644324
"Gapdh1",19298.2735315968,24231.7477739062,18751.8987993662
"mus205",654.044556749505,1157.59112534076,1315.66986909635
"Nop17l",4887.91410268123,4151.79487957678,6239.65185961892
"sax",4731.13344622069,5159.97168714192,4728.38161874769
"TTLL12",3973.3602733281,4191.73732096234,4073.63511112227
"CG1882",1237.6170002415,1414.99796982547,1333.170954992
"cathD",14335.1363866744,14668.4917614265,13895.8622011444
"CG30383",222.501840734396,261.105218687084,227.514116643422
"phr",3056.43097948316,3845.56949562082,3156.37231506214
"CG18853",3.95910748637715,3.69837420236663,2.05895128184093
"Atg10",646.918163274026,704.170448130607,603.272725579391
"CG12822",1788.72476234519,2330.71542233145,1891.14675237089
"Dgk",73.6393992466149,87.2816311758525,75.1517217871938
"CG30377",110.063188121285,256.667169644244,78.2401487099552
"CG12159",2459.39757053748,2923.19496955059,2216.46105490176
"Cul1",8854.14798253385,9144.60005277173,9262.1923413614
"Or43b",140.152405017751,284.035138741757,306.783740994298
"Kdm4A",1210.69506933413,1233.03795906903,1342.43623576028
"MFS12",11.8773224591314,8.87609808567991,39.1200743549776
"PIG-X",209.832696777989,246.311721877618,163.686626906354
"rnh1",1339.76197339003,1389.10935040891,1333.170954992
"drosha",1882.1596990237,2274.50013445548,2931.94662534148
"CG8728",3693.0554632926,3515.67451676972,3130.63542403913
"CG30380",15.0446084482332,4.43804904283996,13.383183331966
"CG14764",1163.18577949761,1003.7387585223,1226.10548833627
"CG34430",22.9628234209875,9.61577292615324,19.5600371774888
"CG34431",58.5947907983818,14.0538219689932,21.6189884593297
"azot",0,0,0
"CG2906",496.472078791694,658.31060802126,810.197329404404
"CG2915",7273.67227397209,8192.63853308256,6967.49113774969
"Sep5",2004.10020960411,2297.43005451015,2197.93049336519
"nito",10602.489848518,7568.35296772307,11666.0179629107
"CG14763",72.0557562520641,63.6120362807061,61.7685384552278
"CG8726",2088.82510981258,1672.40481431019,2232.93266515648
"CSN4",7861.99564644774,7974.43445514293,6850.13091468476
"ACC",1875.03330554822,1877.2947451213,2757.96524202592
"Nup44A",2612.21911951164,2759.72682980598,2715.75674074818
"lncRNA:CR44272",0,0,0
"CG11191",0,0,0
"Odc1",34.0483243828435,0.739674840473326,1.02947564092046
"Odc2",5.54275048092801,0,0
"CG14762",2.37546449182629,9.61577292615324,0
"lncRNA:CR45267",13.4609654536823,8.13642324520659,7.20632948644324
"lncRNA:CR43724",0,0,0
"Optix",0,0,5.14737820460231
"CG12769",40.3828963610469,188.617084320698,29.8547935866934
"CG17977",593.074301459297,625.764915040434,515.767296101152
"lig",25419.0537055358,18585.8097165733,24091.7889488207
"Vps28",3982.86213129541,4158.45195314104,4043.78031753558
"slv",1715.08536309858,1606.57375350806,1544.21346138069
"sut1",3940.89559193981,3773.08136125444,3111.07538686164
"sut2",5.54275048092801,58.4343123973928,31.9137448685343
"sut3",0,0,0
"sand",54.6356833120046,52.5169136736062,68.974867941671
"CG8712",609.702552902081,610.971418230967,556.94632173797
"CG11210",2580.54625962062,2367.69916435512,2431.62146385413
"Cul4",4617.11115061303,4529.76872305865,4833.38813412157
"udd",2033.3976050033,2572.58909516623,1840.70244596579
"Asap",2783.25256292313,2082.92435077289,2894.88550226834
"Nup50",6059.01809715159,5626.70651148059,6035.81568271667
"coil",562.193263065555,838.791269096752,886.378526832518
"Socs44A",1242.36792922515,1359.52235678997,1361.99627293777
"Pabp2",9467.80964292231,9063.97549516014,7907.40239791007
"Obp44a",142.527869509577,23.6695948951464,108.094942296649
"Lpin",2453.85482005656,3301.16881303245,3897.59477652487
"kermit",2192.55372595566,1866.93929735468,2054.83337927724
"lncRNA:CR44068",3.95910748637715,0.739674840473326,4.11790256368185
"CG8708",22.171001923712,16.2728464904132,33.9726961503753
"RagC-D",4139.64278775594,4266.44447985015,4176.58267521432
"Rs1",4503.08885500537,4686.57978923899,3993.33601113048
"CG30373",265.260201587269,446.023928805416,296.488984585093
"Gasz",1274.83261061344,1471.95293254192,1151.98324219
"Mlh1",1173.47945896219,1550.35846563209,1388.7626396017
"CG14757",52.2602188201783,81.3642324520659,63.8274897370687
"LRP1",2342.20798894072,2042.98190938733,2290.58330104803
"dpn",355.527852276668,558.454504557361,680.483398648426
"sisRNA:CR46360",0,5.17772388331328,7.20632948644324
"pnut",26104.7711221764,23051.2267285107,24912.2810346343
"lncRNA:CR44445",0,8.13642324520659,1.02947564092046
"CG14760",0,10.3554477666266,0
"CG30369",0,0,0
"CG12126",0,0,0
"CG30376",0,0,0
"CG30371",10.2936794645806,2.21902452141998,0
"mir-280",6.33457197820344,1.47934968094665,2.05895128184093
"lncRNA:CR44447",86.3085432030218,27.3679690975131,26.766366663932
"lncRNA:CR44448",3.95910748637715,8.87609808567991,5.14737820460231
"lncRNA:CR44450",0,0,1.02947564092046
"pdm3",3079.39380290414,3724.2628217832,3664.93328167685
"CG11635",11.085500961856,14.0538219689932,0
"whip",38.799253366496,30.3266684594064,9.26528076828416
"boly",2.37546449182629,0.739674840473326,4.11790256368185
"CG18449",1.58364299455086,0.739674840473326,3.08842692276139
"CG2127",7.12639347547886,15.5331716499399,13.383183331966
"CG8701",34.0483243828435,7.39674840473326,5.14737820460231
"CG2121",260.509272603616,158.290415861292,614.596957629516
"CG43296",0,0,0
"CSN7",6381.28944654269,6921.87715714939,5917.42598401082
"Lcp1",22575.6227088198,16796.5362774683,3139.90070480741
"Lcp1Psi",8.71003647002972,4.43804904283996,10.2947564092046
"Lcp2",3640.79524447242,4078.56707036992,833.875269145575
"Lcp3",806.074284226387,614.669792433334,140.008687165183
"Lcp4",13541.7312464044,14940.6921027207,2473.82996513187
"Cyp4ad1",3.16728598910172,0,0
"Cyp4e2",1747.55004448687,1659.83034202214,802.990999917961
"Cyp4e1",0,73.2278092068593,39.1200743549776
"Mal-A5",1709.54261261765,1719.00432926001,1723.34222290085
"Mal-A6",120.356867585865,7.39674840473326,8.2358051273637
"Mal-A8",12.6691439564069,1.47934968094665,0
"Cyp6a14",19.7955374318857,0,4.11790256368185
"Cyp6a13",192.412623837929,8.13642324520659,129.713930755978
"CG42326",3.16728598910172,52.5169136736062,41.1790256368185
"CG43183",0,0,0
"CG8736",0,1.47934968094665,2.05895128184093
"Lnpk",3193.41609851181,4583.7649864132,3287.11572145904
"rgr",247.048307149934,354.304248586723,416.937634572787
"Cirl",22942.2360620583,23052.7060781917,33701.9440568132
"Vps25",1981.9292076804,1955.70027821147,1548.33136394438
"beta3GalTII",964.438583681473,1142.05795369082,1044.91777553427
"Gle1",2443.56114059197,2713.12731485616,1611.12937804052
"CG8635",5196.72448661864,5051.97916043282,5386.21655329586
"ptc",4625.02936558578,4724.30320610313,5507.69467892448
"lncRNA:CR44281",38.799253366496,71.7484595259126,55.591684609705
"Acsl",5045.48658063904,4043.0626780272,6329.21624037901
"UQCR-11L",1.58364299455086,0.739674840473326,2.05895128184093
"CG30355",0,7.39674840473326,0
"CG8586",38.799253366496,7.39674840473326,0
"CG8738",61.7620767874835,37.7234168641396,39.1200743549776
"PGRP-SC2",0,5.91739872378661,0
"CG14767",10790.1515433723,9717.84805413856,11430.2680411399
"CG30357",53.0520403174538,4.43804904283996,30.8842692276139
"gcl",1520.29727476882,1403.90284721837,1315.66986909635
"snoRNA:gcl-a",0,3.69837420236663,1.02947564092046
"CG30356",7.91821497275429,2.9586993618933,6.17685384552278
"stmA",3042.1781925322,3084.44408477377,2834.14643945403
"CG8740",5221.27095303418,6449.22493408693,5422.24820072808
"CG42615",4.75092898365258,11.0951226070999,4.11790256368185
"lncRNA:CR44277",7.91821497275429,18.4918710118332,3.08842692276139
"sns",271.594773565472,804.026551594506,586.801115324664
"RyR",45.9256468419749,93.9387047401124,1.02947564092046
"CG8272",467.174683392503,544.400682588368,638.274897370687
"DCTN2-p50",4480.12603158438,3936.54950099904,3573.30994963493
"Sec31",11224.0697238792,9561.77666279869,13416.1265524755
"ana2",1293.83632654805,1531.12691977979,1068.59571527544
"CG13751",1916.99984490381,2304.08712807441,1758.34439469215
"MrgBP",1913.04073741744,1867.67897219515,1722.31274725993
"Ggamma1",13729.3929412587,12905.1069417381,12836.5317666373
"CCT8",24966.1318090943,21852.9534869439,24965.8137679621
"CG30349",3621.79152853781,3110.33270419034,3796.70616371467
"CG8252",2.37546449182629,27.3679690975131,7.20632948644324
"Pgi",8770.21490382266,10946.4479641648,8854.5199875569
"lin",2573.41986614515,3542.30281102676,4311.4439841749
"CG34219",6.33457197820344,0,0
"CG8248",32.4646813882926,76.9261834092259,28.825317945773
"Spt",1258.99618066793,1399.46479817553,1369.20260242422
"CG8243",5293.32670928625,5147.39721485388,5254.44367125804
"CG8237",2178.30093900471,1996.38239443751,1952.91529082612
"AIMP1",3216.37892193279,3841.13144657798,3695.81755090446
"PAN2",5956.08130250578,7788.77607018413,6968.52061339061
"CG13749",31.6728598910172,51.0375639926595,39.1200743549776
"FANCI",1369.85119028649,1771.52124293362,1579.21563317199
"CG13748",0,0,0
"lncRNA:CR44274",0,0,0
"CG8230",5906.19654817743,5452.14324912889,5903.01332503793
"CG33199",20.5873589291612,19.9712206927798,10.2947564092046
"CG8229",707.888418564234,530.346860619375,610.479055065834
"Tom7",6006.75787833141,6930.01358039459,6375.54264422043
"babo",3804.70229440844,4198.3943945266,4795.29753540752
"spab",7.91821497275429,1.47934968094665,0
"lint",0,0,0
"Np",2689.81762624463,3102.9359557856,3454.92025092907
"CG8172",664.338236214085,988.945261712837,694.896057621312
"CG13744",26.1301094100892,6.65707356425994,6.17685384552278
"CG13747",0,0,0
"CG8170",746.68767193073,873.555986598998,743.281412744574
"Ance-4",170.241621914217,73.9674840473326,0
"PPO2",140.152405017751,18.4918710118332,58.6801115324664
"CG13743",0,0,0
"CG8197",18.2118944373349,0,0
"ana",1158.43485051395,1086.58234065532,1534.94818061241
"asRNA:CR45924",0,10.3554477666266,28.825317945773
"CNT2",124.315975072242,96.8974041020057,164.716102547274
"CNT1",25.3382879128137,35.5043923427197,41.1790256368185
"CG13742",648.501806268577,765.563459889893,646.510702498051
"Dbp45A",2589.25629609065,2611.05218687084,2524.27427153697
"CG8080",314.353134418345,493.363118595709,291.341606380491
"CG13741",34.0483243828435,7.39674840473326,28.825317945773
"Uhg4",4112.72085684858,3791.57323226627,4004.6602431806
"snoRNA:Psi28S-2949",11.8773224591314,10.3554477666266,11.3242320501251
"snoRNA:Or-aca5",9.50185796730515,5.91739872378661,14.4126589728865
"snoRNA:Me28S-G3255a",1.58364299455086,2.21902452141998,6.17685384552278
"snoRNA:Me28S-A982a",3.16728598910172,1.47934968094665,0
"snoRNA:Me28S-A982b",6.33457197820344,2.9586993618933,7.20632948644324
"snoRNA:Me28S-G3255b",11.085500961856,3.69837420236663,8.2358051273637
"CG8078",1303.33818451536,1205.66998997152,1186.98541398129
"CG8777",3127.69491423795,2304.08712807441,2568.54172409655
"Vang",11984.2183612636,11177.2265143924,11158.4864719369
"CG8073",5463.56833120046,5515.75528540959,5294.59322125394
"tsu",4071.54613899026,4169.54707574814,3499.18770348865
"Mys45A",6891.22249078806,6052.75921959323,6416.72166985724
"Phax",1545.63556268164,1218.24446225957,1659.51473316379
"Su(var)2-10",7668.79120111253,6606.03600026728,7970.20041200622
"GstE13",2959.82875681556,3735.3579443903,2827.96958560851
"CG18659",3436.50529817536,3162.10994302347,4167.31739444603
"Hydr1",778.360531821747,1254.48852944276,1274.49084345953
"alc",1519.50545327155,1767.82286873125,1658.48525752287
"CG44286",16.628251442784,6.65707356425994,19.5600371774888
"shrb",6089.10731404805,5776.1208292562,6437.31118267565
"Prp38",1611.3567469555,1845.48872698095,1663.63263572747
"CG30344",1482.2898428996,1028.14802825792,1255.96028192296
"CG30345",128.27508255862,153.112691977979,295.459508944173
"CG8008",37.2156103719452,0,18.5305615365683
"CG8046",80.7657927220938,17.0125213308865,52.5032576869436
"Rad51D",72.8475777493395,98.3767537829524,97.800185887444
"CG42382",3.16728598910172,0,1.02947564092046
"Rme-8",4636.90668804491,4070.43064712471,5510.78310584724
"Rab32",615.245303383009,528.867510938428,480.765124309856
"lncRNA:CR44284",10.2936794645806,0,0
"CG8026",0,6.65707356425994,2.05895128184093
"unpg",17.4200729400594,36.9837420236663,21.6189884593297
"CG8027",405.41260660502,552.537105833575,524.003101228516
"VhaAC45",6872.21877485345,6718.46657601922,7076.61555568726
"hig",159.947942449637,200.451881768271,274.869996125764
"Cyp4p2",1702.41621914217,1823.29848176675,3489.92242272037
"Cyp4p1",237.546449182629,206.369280492058,633.127519166085
"Cyp4p3",2.37546449182629,2.21902452141998,16.4716102547274
"CG30343",78.3903282302675,67.3104104830727,46.3264038414208
"Pkn",5802.46793203435,5552.73902743326,9460.88114005905
"CG34141",71.2639347547887,14.7934968094665,78.2401487099552
"asRNA:CR45132",48.3011113338012,53.9962633545528,59.7095871733868
"CG2063",2085.65782382348,2134.70158960602,1755.25596776939
"CG1968",2715.94773565472,2653.21365277782,2450.1520253907
"Mad1",2434.85110412195,2562.2336473996,2831.05801253127
"Drep2",79.9739712248184,70.269109844966,47.3558794823413
"Myd88",2101.49425376899,2317.40127520293,2143.3682843964
"CG13954",0,6.65707356425994,0
"l(2)03659",228.044591215324,565.851252962095,53.5327333278641
"CG8800",61.7620767874835,50.2978891521862,51.4737820460231
"Non1",14933.7534386146,18699.7196420062,16586.9115265105
"l(2)k10201",353.944209282117,527.388161257482,377.81756021781
"CG33774",2662.89569533727,3078.52668604998,2698.25565485253
"wun",5551.46051739804,4097.05894138175,6149.05800321792
"wun2",1014.32333800982,1124.30575751946,1533.91870497149
"CG13955",22.171001923712,0,14.4126589728865
"prel",2540.95518475685,2659.13105150161,2560.30591896919
"Pdk",2594.00722507431,2622.88698431841,3169.7554983941
"ced-6",4384.31563041405,4004.59958632259,3769.93979705073
"lncRNA:CR45321",2.37546449182629,2.9586993618933,4.11790256368185
"Camta",1210.69506933413,1054.03664767449,1359.93732165593
"Wnt2",1627.98499839828,1367.65878003518,1426.85323831576
"brp",0,0,7.20632948644324
"CG1888",1863.94780458636,1964.57637629715,1465.97331267074
"lncRNA:CR43651",4.75092898365258,17.7521961713598,15.4421346138069
"Not1",15830.8871950277,14610.0574490291,19570.331933898
"CG1814",796.572426259082,1219.72381194051,983.149237079042
"Smyd4-1",1447.44969701948,1960.13832725431,1699.66428315968
"Updo",5503.15940606423,5693.27724712319,5233.85415843963
"CG12929",1043.62073340902,1360.26203163045,1027.41668963862
"RpL31",24957.4217726243,28884.3025204834,23844.7147949998
"clos",41.1747178583223,30.3266684594064,32.9432205094548
"CG1827",1638.27867786286,2474.21234138328,1582.30406009475
"Map60",16035.968962822,16356.4297473867,14900.6304266828
"CG30338",218.542733248018,170.125213308865,158.539248701751
"CG1902",7647.4120206861,6279.09972077807,6416.72166985724
"CG30340",4.75092898365258,0,0
"CG30339",0.791821497275429,1.47934968094665,0
"lncRNA:CR44285",0,3.69837420236663,0
"GstT1",2935.28229040002,3091.8408331785,2452.21097667254
"GstT2",292.182132494633,443.065229443522,491.059880719061
"CG12926",45.9256468419749,48.8185394712395,51.4737820460231
"asRNA:CR44069",0,1.47934968094665,2.05895128184093
"Mmp2",4293.25615822738,2447.58404712624,5789.77100453668
"Uba1",27349.5145158933,25901.9335636949,29888.7662828438
"CG30002",0.791821497275429,0.739674840473326,0
"CG1773",120.356867585865,43.6408155879262,10.2947564092046
"CG10459",11.8773224591314,0.739674840473326,0
"lncRNA:CR44292",0,9.61577292615324,2.05895128184093
"dap",2221.05929985758,2764.16487884882,2019.83120748595
"sqa",302.475811959214,366.87872087477,405.613402522662
"trpl",15.0446084482332,0,0
"CG1690",0,0,0
"CG1698",1220.19692730144,1108.03291102904,1195.22121910866
"CG1648",2611.42729801437,4762.02662296727,2598.39651768325
"lectin-46Cb",18.2118944373349,37.7234168641396,27.7958423048525
"lectin-46Ca",12.6691439564069,5.17772388331328,9.26528076828416
"CG30001",1215.44599831778,1405.38219689932,1008.88612810205
"dila",0,0,0
"hebe",0,24.4092697356198,52.5032576869436
"CG1663",699.97020359148,518.512063171802,658.864410189096
"Lsm11",589.907015470195,573.248001366828,362.375425604003
"Marc",4854.65759979566,4699.89393636751,3709.20073423643
"Vamp7",2508.49050336856,2460.15851941428,2057.9218062
"CG1667",1799.81026330705,1721.22335378143,1637.89574470446
"Orc6",498.847543283521,463.036450136302,421.055537136469
"Prosalpha7",8843.85430306927,9876.87814484032,9226.16069392919
"CG1671",5341.62782062005,5961.03953937454,5450.04404303293
"PCB",7900.79489981423,5286.45608486286,4567.78341876409
