"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","enrichment_factor"
"GO:0036293","GO:0036293","response to decreased oxygen levels","25/1975","69/12275",3.71481027935193e-05,0.000157035161808968,7.65437833451896e-05,"Hsp70Bc/Hsp70Ab/Mdr49/CHES-1-like/SH3PX1/Ptp61F/InR/l(2)37Cc/Mnn1/MFS14/h/Mrtf/Upf1/MESR4/ago/msi/Tom40/Pmm2/Drat/tko/Trxr-1/Hsp23/tgo/Letm1/Slh",25,2.25188038891946
"GO:0031329","GO:0031329","regulation of cellular catabolic process","71/1975","196/12275",4.07541542333722e-12,5.41448049100516e-11,2.63918486061372e-11,"rpr/hid/Sec61alpha/Pomp/Roc1a/Sesn/Myc/Rheb/Atg8a/sgg/mbf1/mask/S6k/EcR/scny/trbl/PEK/Timp/REG/Pi3K92E/Rad23/Ufd1-like/InR/Hsp67Bc/hep/Fbl6/wcy/wts/Gyf/vih/foxo/Usp47/wds/Upf1/Fmr1/Usp2/dco/Tis11/GlyS/BI-1/ago/Desat1/Akt1/Acn/DOR/babo/SkpA/Ras85D/Pka-C1/PI31/Rpb7/CSN5/Toll-7/Debcl/CSN4/CycC/sina/Sod2/bsk/rump/Fkbp39/CG31855/AP-2alpha/Smg6/daw/CkIalpha/CG33144/crb/shi/Cul1/SREBP",71,2.25142082149315
"GO:0060033","GO:0060033","anatomical structure regression","21/1975","58/12275",0.000154344578378353,0.000572696706023506,0.000279150045654702,"rpr/Ubi-p63E/hid/Trf2/bel/Atg8a/EcR/Atg17/hdc/ap/raptor/kto/l(3)psg2/BRWD3/BI-1/Uba1/Fhos/Dif/Eip74EF/Dark/Pak",21,2.25032736796159
"GO:0010563","GO:0010563","negative regulation of phosphorus metabolic process","30/1975","83/12275",6.79588715439874e-06,3.32076994341213e-05,1.61864573615028e-05,"puc/Mkp3/sgg/raw/sty/Ssrp/Ptp61F/kek1/chinmo/Mnn1/aos/Rala/sktl/dco/Cbl/SkpA/peb/ash2/cpb/bsk/alph/CG8312/Hrs/PGRP-LF/endos/wdb/Dad/shi/pcs/svr",30,2.24645417111484
"GO:0045936","GO:0045936","negative regulation of phosphate metabolic process","30/1975","83/12275",6.79588715439874e-06,3.32076994341213e-05,1.61864573615028e-05,"puc/Mkp3/sgg/raw/sty/Ssrp/Ptp61F/kek1/chinmo/Mnn1/aos/Rala/sktl/dco/Cbl/SkpA/peb/ash2/cpb/bsk/alph/CG8312/Hrs/PGRP-LF/endos/wdb/Dad/shi/pcs/svr",30,2.24645417111484
"GO:0007265","GO:0007265","Ras protein signal transduction","57/1975","158/12275",6.40779231005923e-10,5.94008528292629e-09,2.89538085426606e-09,"GEFmeso/spri/CG5522/CG43658/CG42674/Spec2/Rab18/RhoGAP71E/sty/RhoGEF64C/PlexA/PlexB/Rho1/Rab1/RhoGDI/Rgl/Rab11/RhoGAP19D/cv-c/RhoGAPp190/CG18659/Rok/Cka/Exn/Rala/Crag/Rab14/trio/Ras85D/Rab6/CG15611/Rab4/Rac1/Mob4/Rab2/CG6607/Hmgcr/Fnta/Rab7/Uba1/alph/aru/siz/CG4789/Rab35/Rap2l/Pp1-87B/C3G/pns/Sur-8/dos/CG42684/Cdc42/Efa6/Cdep/Pak/mbc",57,2.2421887518026
"GO:0050777","GO:0050777","negative regulation of immune response","22/1975","61/12275",0.000115858988634423,0.000445956561058799,0.000217372988302936,"Jra/Pvr/scny/Spn88Ea/cact/puf/Lam/sax/Rala/Usp2/unc-45/Pli/faf/E(bx)/Nxt1/Pvf2/slif/PGRP-LF/PGRP-LC/Dark/LRR/Spn77Ba",22,2.2415438887736
"GO:0045088","GO:0045088","regulation of innate immune response","31/1975","86/12275",5.12141856338037e-06,2.58582306799047e-05,1.26040995153706e-05,"Rel/scny/Sp7/Spn88Ea/LanB1/puf/Pp1alpha-96A/sax/Rala/Crag/brm/unc-45/Pli/Hr78/faf/E(bx)/Nxt1/Pvf2/Toll-7/Dredd/p38b/kug/EMRE/mtd/akirin/slif/PGRP-LC/Ubc7/HBS1/Sec31/Spn77Ba",31,2.24035914041802
"GO:0016197","GO:0016197","endosomal transport","40/1975","111/12275",2.31910321970145e-07,1.48908119875263e-06,7.25824123385639e-07,"Snx3/sky/Vsp37A/Vps29/CG10103/Past1/Rho1/Rab11/g/CG15012/CG18659/CG13784/Rab14/kst/scrib/fwe/ATP6AP2/Rab6/AP-1mu/Snx1/lsn/Vta1/CG14184/Rab7/Snx6/Vps28/Membrin/Vps24/Hrs/CG30423/nuf/Rab35/ex/godzilla/Chmp1/CG32758/Dap160/shi/car/S",40,2.23970806249287
"GO:0051493","GO:0051493","regulation of cytoskeleton organization","58/1975","161/12275",4.83637319358179e-10,4.59371621035202e-09,2.23911902470743e-09,"ed/LamC/CG43658/Vrp1/Eb1/sgg/Arp3/ena/Ssrp/Rho1/futsch/sqh/fz/chinmo/spoon/Kank/Arpc4/hep/Src64B/fog/Lam/Rok/jar/Cp190/alpha-Spec/mthl1/chb/dco/SCAR/CG17816/Abl/mlt/Nedd4/Pka-C1/p120ctn/Arpc3A/HSPC300/cpb/Arpc2/Fhos/Crk/Akap200/Jupiter/Moe/Btk29A/mwh/Arpc5/beta-Spec/flr/CG6891/rictor/shi/dia/shot/Cdc42/svr/Patronin/cher",58,2.23901250098278
"GO:0032879","GO:0032879","regulation of localization","170/1975","472/12275",4.08281870383999e-27,3.26965731199186e-25,1.59373186246386e-25,"puc/ImpL2/Sec61alpha/kay/upd2/ReepB/Cnx99A/scb/spri/cindr/Syx1A/Pvf1/Prosap/Lsd-2/Rel/Rheb/sgg/east/sdt/ens/Pvr/comm/Fbxl7/Pvf3/dally/Snx3/ena/sky/Arl1/neur/S6k/NetB/trbl/SH3PX1/Gli/brat/PlexA/Pi3K92E/tsu/PlexB/Rop/slbo/cnc/prtp/Tnpo/kuz/Pat1/Parp/Ptp61F/stau/ft/Rho1/Rab1/fz/InR/Gprk2/nsl1/Rab11/hep/Tao/ttk/norpA/rho/raptor/tsl/pk/wts/enc/foxo/Lam/Rok/Mi-2/par-1/jar/Exn/Pld/Crag/Flo2/Usp2/CG9915/Cad99C/dco/swm/Abl/Cbl/Sin3A/Vang/Wnt5/Bug22/Akt1/LpR2/scrib/Nedd4/Nup358/aPKC/olf186-F/aop/crok/mago/peb/Pka-C1/shg/Catsup/Pvf2/Nipped-B/mmy/Rab4/sel/AP-1mu/Fkbp59/Rac1/Stim/Rab2/mnb/Syx7/CaMKII/Diap1/Indy/AdipoR/NFAT/bsk/O-fut1/Snap29/Fhos/Khc/Cdk1/Ent2/rdx/AP-2alpha/SERCA/bmm/Pu/corn/CadN/ATP8B/Akap200/Hrs/zetaCOP/Moe/CG30423/ple/bnl/CG4928/Rab35/Rap2l/Sema1a/mgl/tral/Herc4/Egfr/crb/kis/wdb/didum/Nak/Tie/mdy/Sec16/car/CG44774/Slh/Dys/S/NKAIN/Tomosyn/Frq2/unc-5/numb/sli/mbc",170,2.23852177644282
"GO:0008593","GO:0008593","regulation of Notch signaling pathway","27/1975","75/12275",2.1033929580259e-05,9.358151077143e-05,4.56145159026084e-05,"E(spl)m2-BFM/ed/E(spl)malpha-BFM/neur/Dl/lqf/Ser/hbs/fng/bib/Usp10/dlg1/Ehbp1/Cbl/scrib/Nedd4/mahe/e(r)/O-fut1/Akap200/crb/Nak/Hipk/Dap160/H/Gmd/numb",27,2.23746835443038
"GO:0035166","GO:0035166","post-embryonic hemopoiesis","18/1975","50/12275",0.000485875744584609,0.00159360611107785,0.000776772790875341,"Pvr/lwr/neur/sty/Tnpo/GlyRS/Ser/Zif/E2f1/pyr/CG8149/Ras85D/CSN5/asrij/Noa36/lola/cher/Gale",18,2.23746835443038
"GO:0035167","GO:0035167","larval lymph gland hemopoiesis","18/1975","50/12275",0.000485875744584609,0.00159360611107785,0.000776772790875341,"Pvr/lwr/neur/sty/Tnpo/GlyRS/Ser/Zif/E2f1/pyr/CG8149/Ras85D/CSN5/asrij/Noa36/lola/cher/Gale",18,2.23746835443038
"GO:0008052","GO:0008052","sensory organ boundary specification","9/1975","25/12275",0.012480733004313,0.0287166426587664,0.0139973777130742,"dally/neur/E(spl)m8-HLH/fz/klu/Rab11/nuf/H/numb",9,2.23746835443038
"GO:0035186","GO:0035186","syncytial blastoderm mitotic cell cycle","9/1975","25/12275",0.012480733004313,0.0287166426587664,0.0139973777130742,"Psc/ph-p/ph-d/larp/toc/grp/geminin/CycA/shi",9,2.23746835443038
"GO:0048864","GO:0048864","stem cell development","9/1975","25/12275",0.012480733004313,0.0287166426587664,0.0139973777130742,"arm/qless/brat/dpn/klu/sqz/Sema1a/Antp/numb",9,2.23746835443038
"GO:0099173","GO:0099173","postsynapse organization","9/1975","25/12275",0.012480733004313,0.0287166426587664,0.0139973777130742,"Prosap/Gli/Ten-m/Ten-a/velo/Fur1/p120ctn/Rab2/Smn",9,2.23746835443038
"GO:0042330","GO:0042330","taxis","133/1975","370/12275",2.77073556001909e-21,9.39768308180591e-20,4.58072070913372e-20,"ImpL2/Ddc/Psc/l(3)L1231/tutl/scb/nmo/spz/Rheb/wb/comm/wun2/comm2/esg/dally/ena/S6k/NetB/Nf-YC/Sulf1/Timp/RhoGEF64C/sas/brat/PlexA/PlexB/trx/NT1/Ten-m/Ten-a/msn/kuz/Ptp61F/Rho1/fz/Fas2/InR/jbug/ap/sqz/hep/CG10543/RhoGAP93B/Ptp4E/norpA/mew/pdm3/bif/dom/raptor/Src64B/FER/pk/fog/gukh/Pen/velo/chif/Sema2b/for/trn/E(Pc)/Chi/capt/otk/Cka/Src42A/XNP/caps/alpha-Spec/dlg1/Fmr1/slgA/chb/SCAR/brm/Abl/Vang/Wnt5/ago/Fas1/ckn/ko/Nedd4/Xe7/trio/babo/ras/Dg/vvl/AP-1sigma/peb/ATP6AP2/Cont/Rab6/shg/grn/M6/Bsg/mmy/Rac1/Toll-7/Hmgcr/bsk/ttv/Khc/HDAC1/nvy/lola/CadN/Moe/ple/trol/daw/ct/spen/Sema1a/Pp1-87B/kis/beta-Spec/Pka-R2/egh/CG6330/Hipk/Dad/Med/meigo/shot/Cdc42/Pak/unc-5/cher/sli",133,2.23410879233664
"GO:0010623","GO:0010623","programmed cell death involved in cell development","37/1975","103/12275",7.12525151914066e-07,4.1667545901993e-06,2.03100475671032e-06,"rpr/Ubi-p63E/hid/Trf2/arm/bel/Tre1/spin/Atg8a/wun2/EcR/Dl/ec/Atg17/hdc/klu/norpA/raptor/E2f1/kto/l(3)psg2/BRWD3/BI-1/aPKC/Ras85D/Debcl/Diap1/Uba1/Fhos/lola/Eip74EF/Dark/Egfr/mdy/shi/S/Pak",37,2.23264102248986
"GO:0010259","GO:0010259","multicellular organism aging","61/1975","170/12275",2.07670649481678e-10,2.10814958611154e-09,1.02757715736857e-09,"Hsp68/Hsp26/puc/ImpL2/bun/Sesn/Thor/Jra/Atg8a/S6k/EcR/Sirt1/cnc/mthl3/rut/mthl5/InR/Mnn1/hep/g/mld/raptor/miple1/foxo/Cbs/fwd/mthl1/Sin3A/mle/VhaSFD/babo/miple2/aop/Ras85D/SdhC/magu/GLaz/Sod2/ND-20/Indy/p38b/alph/HDAC1/Cat/cm/NLaz/Tpi/Trxr-1/PGRP-LF/vri/daw/Btk29A/CG10383/Egfr/Thiolase/kis/Pcyt1/ND-SGDH/wdb/car/cher",61,2.23015636634401
"GO:0007517","GO:0007517","muscle organ development","38/1975","106/12275",5.37279129253241e-07,3.22703277007728e-06,1.57295534551113e-06,"mbl/ed/LamC/wech/Vrp1/ens/Abd-B/kuz/Tsp/Ubx/Dr/ap/SmD3/hoip/mew/kirre/raptor/mas/rt/salm/pyr/hbs/ewg/Wnt5/tw/Nedd4/Dg/Rac1/tkv/Khc/Mef2/rhea/C3G/Dad/pcs/Dys/shot/mbc",38,2.22808693575352
"GO:0071417","GO:0071417","cellular response to organonitrogen compound","38/1975","106/12275",5.37279129253241e-07,3.22703277007728e-06,1.57295534551113e-06,"ImpL2/Roc1a/Sesn/Thor/Myc/Lpin/Pdk1/Rheb/sgg/HDAC4/S6k/Sirt1/trbl/Pi3K92E/Crtc/Ptp61F/InR/raptor/PyK/foxo/Shmt/srl/Fmr1/wrd/Hnf4/Akt1/SkpA/CG14977/STUB1/CG14184/poly/Pp2A-29B/Galphas/CG7069/tgo/wdb/rictor/Cul1",38,2.22808693575352
"GO:0008406","GO:0008406","gonad development","19/1975","53/12275",0.00036350923394658,0.00123293778996234,0.000600971922376079,"wb/Abd-B/ena/raw/InR/salr/LanB1/salm/Lam/aop/shg/PI31/Hmgcr/lola/ct/hyd/Egfr/Six4/sli",19,2.22808693575352
"GO:0045137","GO:0045137","development of primary sexual characteristics","19/1975","53/12275",0.00036350923394658,0.00123293778996234,0.000600971922376079,"wb/Abd-B/ena/raw/InR/salr/LanB1/salm/Lam/aop/shg/PI31/Hmgcr/lola/ct/hyd/Egfr/Six4/sli",19,2.22808693575352
"GO:0007568","GO:0007568","aging","63/1975","176/12275",1.18072982823114e-10,1.22447629309006e-09,5.96847527712447e-10,"Hsp68/Hsp26/puc/ImpL2/bun/Sesn/Thor/Jra/Atg8a/S6k/EcR/Sirt1/cnc/mthl3/rut/mthl5/InR/Mnn1/hep/g/mld/raptor/miple1/foxo/Lam/Cbs/fwd/mthl1/Sin3A/mle/VhaSFD/babo/miple2/aop/Ras85D/SdhC/magu/GLaz/Sod2/ND-20/Rpi/Indy/p38b/alph/HDAC1/Cat/cm/NLaz/Tpi/Trxr-1/PGRP-LF/vri/daw/Btk29A/CG10383/Egfr/Thiolase/kis/Pcyt1/ND-SGDH/wdb/car/cher",63,2.22475546605293
"GO:1905114","GO:1905114","cell surface receptor signaling pathway involved in cell-cell signaling","44/1975","123/12275",7.51140665583329e-08,5.36024390811073e-07,2.6127482765861e-07,"Roc1a/arm/nmo/Prosap/sgg/dally/Sulf1/CG11523/Rho1/fz/nej/gro/arr/wts/kto/Pp1alpha-96A/Rok/Usp47/otk/ewg/skd/Dyrk2/osa/Flo2/dco/Sin3A/Wnt5/pan/SkpA/aop/ATP6AP2/Ssdp/Diap1/ttv/Smn/pont/CkIalpha/Swim/hyd/spen/Pp1-87B/Hipk/Cul1/Galphao",44,2.22331995471853
"GO:0016322","GO:0016322","neuron remodeling","20/1975","56/12275",0.000272079640767491,0.0009450669931719,0.000460654813474446,"Roc1a/CalpB/TSG101/EcR/Pi3K92E/hdc/Fas2/InR/plum/Fmr1/SkpA/bsk/Uba1/Vps28/Hrs/Imp/kis/usp/Cul1/Vps4",20,2.21971066907776
"GO:0009954","GO:0009954","proximal/distal pattern formation","10/1975","28/12275",0.00916469712402302,0.0220365486309911,0.0107412937628469,"Fbxl7/Gli/ap/rho/Ras85D/cora/Rab35/spen/Egfr/hth",10,2.21971066907776
"GO:0035051","GO:0035051","cardiocyte differentiation","10/1975","28/12275",0.00916469712402302,0.0220365486309911,0.0107412937628469,"Abd-B/EcR/sd/kuz/Ubx/simj/lqf/LanB1/pyr/Nedd4",10,2.21971066907776
"GO:0051098","GO:0051098","regulation of binding","10/1975","28/12275",0.00916469712402302,0.0220365486309911,0.0107412937628469,"Ssrp/gpp/ttk/Hsf/pds5/Mi-2/BRWD3/CycA/Nipped-B/fj",10,2.21971066907776
"GO:0072527","GO:0072527","pyrimidine-containing compound metabolic process","10/1975","28/12275",0.00916469712402302,0.0220365486309911,0.0107412937628469,"b/dUTPase/CG17896/Dak1/Dhod/e(r)/Uck/CG8360/CG5757/Tet",10,2.21971066907776
"GO:0001941","GO:0001941","postsynaptic membrane organization","5/1975","14/12275",0.0605575438133778,0.108845011729407,0.0530544172403592,"Gli/Ten-m/Ten-a/Fur1/Smn",5,2.21971066907776
"GO:0006515","GO:0006515","protein quality control for misfolded or incompletely synthesized proteins","5/1975","14/12275",0.0605575438133778,0.108845011729407,0.0530544172403592,"tw/CG8974/Uggt/Der-1/rdx",5,2.21971066907776
"GO:0006613","GO:0006613","cotranslational protein targeting to membrane","5/1975","14/12275",0.0605575438133778,0.108845011729407,0.0530544172403592,"Sec61alpha/Srp9/Srp54k/Sec63/Srp72",5,2.21971066907776
"GO:0006614","GO:0006614","SRP-dependent cotranslational protein targeting to membrane","5/1975","14/12275",0.0605575438133778,0.108845011729407,0.0530544172403592,"Sec61alpha/Srp9/Srp54k/Sec63/Srp72",5,2.21971066907776
"GO:0014009","GO:0014009","glial cell proliferation","5/1975","14/12275",0.0605575438133778,0.108845011729407,0.0530544172403592,"wts/Ser/pyr/ago/kibra",5,2.21971066907776
"GO:0014066","GO:0014066","regulation of phosphatidylinositol 3-kinase signaling","5/1975","14/12275",0.0605575438133778,0.108845011729407,0.0530544172403592,"ImpL2/Lpin/Ptp61F/InR/Cul1",5,2.21971066907776
"GO:0019732","GO:0019732","antifungal humoral response","5/1975","14/12275",0.0605575438133778,0.108845011729407,0.0530544172403592,"Rel/spz/Myd88/cact/Dif",5,2.21971066907776
"GO:0021551","GO:0021551","central nervous system morphogenesis","5/1975","14/12275",0.0605575438133778,0.108845011729407,0.0530544172403592,"spz/spz6/NT1/HSPC300/Dark",5,2.21971066907776
"GO:0030237","GO:0030237","female sex determination","5/1975","14/12275",0.0605575438133778,0.108845011729407,0.0530544172403592,"ovo/fl(2)d/Sxl/Mettl3/da",5,2.21971066907776
"GO:0035039","GO:0035039","male pronucleus assembly","5/1975","14/12275",0.0605575438133778,0.108845011729407,0.0530544172403592,"Nph/Chd1/mamo/Iswi/P32",5,2.21971066907776
"GO:0060261","GO:0060261","positive regulation of transcription initiation from RNA polymerase II promoter","5/1975","14/12275",0.0605575438133778,0.108845011729407,0.0530544172403592,"Sec13/Rpt3/Rpt4/Rpt5/Ssb-c31a",5,2.21971066907776
"GO:2000144","GO:2000144","positive regulation of DNA-templated transcription, initiation","5/1975","14/12275",0.0605575438133778,0.108845011729407,0.0530544172403592,"Sec13/Rpt3/Rpt4/Rpt5/Ssb-c31a",5,2.21971066907776
"GO:2000765","GO:2000765","regulation of cytoplasmic translation","5/1975","14/12275",0.0605575438133778,0.108845011729407,0.0530544172403592,"lark/Dph5/CG1578/mle/me31B",5,2.21971066907776
"GO:0051248","GO:0051248","negative regulation of protein metabolic process","72/1975","202/12275",7.03141117915783e-12,9.17265087308236e-11,4.47103306700438e-11,"puc/Spn55B/Thor/Mkp3/Srp9/Spn42Da/sgg/Paip2/Spn100A/raw/AGO1/Spn88Ea/Timp/sty/brat/Ssrp/FRG1/Ptp61F/kek1/chinmo/bin3/Mnn1/cer/aos/eIF4EHP/mRpL13/CoRest/Kdm2/twin/Rcd-1/Sxl/Rga/Usp47/elav/Rala/Fmr1/sktl/ash1/dco/Tis11/Cbl/CG3662/CG43366/PR-Set7/faf/msi/SkpA/peb/ash2/me31B/CSN5/CSN4/cpb/Pop2/Diap1/bsk/SCCRO4/ctrip/alph/HDAC1/CG8312/Hrs/PGRP-LF/endos/hyd/crb/wdb/Dad/shi/pcs/svr/Spn77Ba",72,2.21531520240632
"GO:0030097","GO:0030097","hemopoiesis","36/1975","101/12275",1.24335289678032e-06,6.96036194450031e-06,3.39269518079045e-06,"RhoL/Pvf1/Pvr/lwr/Pvf3/neur/sty/Pi3K92E/Tnpo/GlyRS/Rho1/cact/nej/sn/dom/Ser/Zif/E2f1/pyr/chb/ytr/E(bx)/CG8149/Ras85D/shg/Pvf2/Rac1/CSN5/asrij/Noa36/lola/PGRP-LF/PGRP-LC/Cdc42/cher/Gale",36,2.21531520240632
"GO:0031331","GO:0031331","positive regulation of cellular catabolic process","37/1975","104/12275",9.3658443144116e-07,5.33631011036534e-06,2.60108220506334e-06,"rpr/hid/Pomp/Roc1a/Sesn/sgg/S6k/trbl/PEK/Ufd1-like/hep/Fbl6/wts/vih/foxo/wds/Upf1/Usp2/dco/Tis11/GlyS/SkpA/Pka-C1/PI31/Rpb7/CSN5/Toll-7/Debcl/CycC/sina/bsk/CG31855/AP-2alpha/CkIalpha/CG33144/shi/Cul1",37,2.21117332035054
"GO:0014016","GO:0014016","neuroblast differentiation","16/1975","45/12275",0.00115010240462277,0.00344672061593289,0.00168003798027289,"insc/arm/qless/brat/kuz/stau/dpn/klu/Dr/sqz/osa/da/inv/spen/Antp/numb",16,2.2098452883263
"GO:0045892","GO:0045892","negative regulation of transcription, DNA-templated","146/1975","411/12275",1.06127445004144e-22,4.37093462781352e-21,2.13052840722604e-21,"E(spl)mbeta-HLH/E(spl)m3-HLH/Psc/cbt/Su(var)205/Blimp-1/E(spl)m7-HLH/Jra/Dp1/arm/LamC/CG12236/Eip75B/CG45071/cic/dl/lncRNA:roX2/ich/lncRNA:roX1/esg/cwo/e(y)3/ovo/EcR/Sirt1/scny/AGO1/ADD1/chn/stc/CG32767/sd/shn/ph-p/FRG1/E(spl)mdelta-HLH/Ubx/E(spl)m8-HLH/fs(1)h/simj/dpn/fl(2)d/zld/E(spl)mgamma-HLH/klu/gpp/CG8677/bin3/upSET/gro/salr/Sox15/Gug/ttk/jim/Su(var)2-HP2/CG2199/Su(z)2/CoRest/HP1c/CG3847/Pcl/Hsf/ph-d/Tlk/CG8036/Zif/E2f1/l(3)neo38/Bin1/foxo/Lam/Mi-2/Hmt4-20/Usp47/Chi/h/MTA1-like/Chrac-16/Mnt/Prp3/Hers/Tgi/Cp190/XNP/dlg1/MESR4/Fmr1/Samuel/Iswi/Bap111/CG6843/Acf/HP1b/CG1965/Sin3A/bi/mle/tth/Hnf4/FBXO11/scrib/wde/zfh2/su(Hw)/pan/aop/peb/Maf1/corto/spt4/AGO2/Max/CREG/CG1620/bowl/asf1/JIL-1/d4/Khc/Caf1-55/e(y)2/r2d2/HDAC1/Dif/CG9932/Sap130/Sfmbt/rhea/Ssb-c31a/ct/mip40/CG12071/vig2/kis/Six4/tgo/usp/Mekk1/su(sable)/H/Med/Antp/brk/SREBP/cyc",146,2.20782900612892
"GO:1902679","GO:1902679","negative regulation of RNA biosynthetic process","146/1975","411/12275",1.06127445004144e-22,4.37093462781352e-21,2.13052840722604e-21,"E(spl)mbeta-HLH/E(spl)m3-HLH/Psc/cbt/Su(var)205/Blimp-1/E(spl)m7-HLH/Jra/Dp1/arm/LamC/CG12236/Eip75B/CG45071/cic/dl/lncRNA:roX2/ich/lncRNA:roX1/esg/cwo/e(y)3/ovo/EcR/Sirt1/scny/AGO1/ADD1/chn/stc/CG32767/sd/shn/ph-p/FRG1/E(spl)mdelta-HLH/Ubx/E(spl)m8-HLH/fs(1)h/simj/dpn/fl(2)d/zld/E(spl)mgamma-HLH/klu/gpp/CG8677/bin3/upSET/gro/salr/Sox15/Gug/ttk/jim/Su(var)2-HP2/CG2199/Su(z)2/CoRest/HP1c/CG3847/Pcl/Hsf/ph-d/Tlk/CG8036/Zif/E2f1/l(3)neo38/Bin1/foxo/Lam/Mi-2/Hmt4-20/Usp47/Chi/h/MTA1-like/Chrac-16/Mnt/Prp3/Hers/Tgi/Cp190/XNP/dlg1/MESR4/Fmr1/Samuel/Iswi/Bap111/CG6843/Acf/HP1b/CG1965/Sin3A/bi/mle/tth/Hnf4/FBXO11/scrib/wde/zfh2/su(Hw)/pan/aop/peb/Maf1/corto/spt4/AGO2/Max/CREG/CG1620/bowl/asf1/JIL-1/d4/Khc/Caf1-55/e(y)2/r2d2/HDAC1/Dif/CG9932/Sap130/Sfmbt/rhea/Ssb-c31a/ct/mip40/CG12071/vig2/kis/Six4/tgo/usp/Mekk1/su(sable)/H/Med/Antp/brk/SREBP/cyc",146,2.20782900612892
"GO:1903507","GO:1903507","negative regulation of nucleic acid-templated transcription","146/1975","411/12275",1.06127445004144e-22,4.37093462781352e-21,2.13052840722604e-21,"E(spl)mbeta-HLH/E(spl)m3-HLH/Psc/cbt/Su(var)205/Blimp-1/E(spl)m7-HLH/Jra/Dp1/arm/LamC/CG12236/Eip75B/CG45071/cic/dl/lncRNA:roX2/ich/lncRNA:roX1/esg/cwo/e(y)3/ovo/EcR/Sirt1/scny/AGO1/ADD1/chn/stc/CG32767/sd/shn/ph-p/FRG1/E(spl)mdelta-HLH/Ubx/E(spl)m8-HLH/fs(1)h/simj/dpn/fl(2)d/zld/E(spl)mgamma-HLH/klu/gpp/CG8677/bin3/upSET/gro/salr/Sox15/Gug/ttk/jim/Su(var)2-HP2/CG2199/Su(z)2/CoRest/HP1c/CG3847/Pcl/Hsf/ph-d/Tlk/CG8036/Zif/E2f1/l(3)neo38/Bin1/foxo/Lam/Mi-2/Hmt4-20/Usp47/Chi/h/MTA1-like/Chrac-16/Mnt/Prp3/Hers/Tgi/Cp190/XNP/dlg1/MESR4/Fmr1/Samuel/Iswi/Bap111/CG6843/Acf/HP1b/CG1965/Sin3A/bi/mle/tth/Hnf4/FBXO11/scrib/wde/zfh2/su(Hw)/pan/aop/peb/Maf1/corto/spt4/AGO2/Max/CREG/CG1620/bowl/asf1/JIL-1/d4/Khc/Caf1-55/e(y)2/r2d2/HDAC1/Dif/CG9932/Sap130/Sfmbt/rhea/Ssb-c31a/ct/mip40/CG12071/vig2/kis/Six4/tgo/usp/Mekk1/su(sable)/H/Med/Antp/brk/SREBP/cyc",146,2.20782900612892
"GO:0042051","GO:0042051","compound eye photoreceptor development","33/1975","93/12275",3.81895142053052e-06,1.98379044061072e-05,9.6696067262366e-06,"mbl/tutl/Mob2/neur/fry/sty/Ten-m/grh/Rab11/mbt/ttk/rno/capt/Mbs/GAA1/EMC3/AP-1sigma/Rab6/Rip11/Rac1/Nct/DCTN1-p150/lola/CadN/rau/Moe/crb/didum/Afti/Ire1/csw/Kr-h1/Vps4",33,2.20538995508371
"GO:0140053","GO:0140053","mitochondrial gene expression","44/1975","124/12275",9.85242395188103e-08,6.89430540127986e-07,3.36049718338303e-07,"Thor/mRpL52/mRpL27/mRpS18A/GlyRS/Rim2/mRpL13/mRpL51/mRpL42/mRpL12/HisRS/mRpL19/mRpS10/mRpL55/mEFTu1/mEFTs/mRpL34/mRpL21/mRpL22/mRpL24/mRpS5/mRpS23/mRpS34/P32/mRpL44/mRpS18B/mRpL41/mRpS26/mRpS11/mRpL47/mRpL16/mRpL23/mRpS24/mRpL35/CG12848/mRpS16/tko/mRpL14/mRpL49/mRpL28/mRpL11/mRpS31/bonsai/mRpL1",44,2.20538995508371
"GO:0007465","GO:0007465","R7 cell fate commitment","11/1975","31/12275",0.00674813158615668,0.0167538926293375,0.00816636422592169,"cdi/ttk/Src64B/Src42A/Cbl/aop/Ras85D/sina/alph/dos/csw",11,2.20538995508371
"GO:0031507","GO:0031507","heterochromatin assembly","11/1975","31/12275",0.00674813158615668,0.0167538926293375,0.00816636422592169,"Su(var)205/Dp1/Su(var)2-HP2/CoRest/Fmr1/Acf/HP1b/mle/FBXO11/wde/Mekk1",11,2.20538995508371
"GO:0032784","GO:0032784","regulation of DNA-templated transcription, elongation","11/1975","31/12275",0.00674813158615668,0.0167538926293375,0.00816636422592169,"trx/CycT/fs(1)h/Su(Tpl)/Cdk12/dre4/CycK/spt4/Mef2/EloC/Cf2",11,2.20538995508371
"GO:0098876","GO:0098876","vesicle-mediated transport to the plasma membrane","11/1975","31/12275",0.00674813158615668,0.0167538926293375,0.00816636422592169,"Arf102F/sau/Rab11/Crag/scrib/CG11753/CG5447/Rab35/CG32758/Snap24/Tomosyn",11,2.20538995508371
