"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0017144","GO:0017144","drug metabolic process","10/284","276/12275",0.10805667136157,0.245977629188895,0.172311519638621,"exp/Cht10/Fdh/Scsalpha1/CG13676/Cyt-c1/knk/CG12009/mmy/Ddc",10
"GO:0035215","GO:0035215","genital disc development","3/284","50/12275",0.108815008489918,0.247137061616119,0.173123721805591,"puc/rpr/rho",3
"GO:0035967","GO:0035967","cellular response to topologically incorrect protein","3/284","50/12275",0.108815008489918,0.247137061616119,0.173123721805591,"Spp/Hsp68/Hsp70Bc",3
"GO:0140013","GO:0140013","meiotic nuclear division","8/284","208/12275",0.110232234048034,0.249414240330002,0.174718924287913,"Rab1/lwr/eIF4E1/Arf51F/Fim/Nipped-B/Rab11/bond",8
"GO:0007098","GO:0007098","centrosome cycle","4/284","79/12275",0.110320253405411,0.249414240330002,0.174718924287913,"SkpA/Prosbeta5/CG17493/CCT6",4
"GO:0030718","GO:0030718","germ-line stem cell population maintenance","4/284","79/12275",0.110320253405411,0.249414240330002,0.174718924287913,"bel/Nedd8/shg/Rab11",4
"GO:0048588","GO:0048588","developmental cell growth","4/284","79/12275",0.110320253405411,0.249414240330002,0.174718924287913,"Pka-C1/CG15019/jagn/kay",4
"GO:0048565","GO:0048565","digestive tract development","5/284","110/12275",0.111655473671225,0.250670020558292,0.175598619730878,"Rho1/shg/cv-c/puc/rho",5
"GO:0050684","GO:0050684","regulation of mRNA processing","5/284","110/12275",0.111655473671225,0.250670020558292,0.175598619730878,"Hel25E/SC35/Rm62/mbl/Rbp1-like",5
"GO:0055123","GO:0055123","digestive system development","5/284","110/12275",0.111655473671225,0.250670020558292,0.175598619730878,"Rho1/shg/cv-c/puc/rho",5
"GO:0072359","GO:0072359","circulatory system development","5/284","110/12275",0.111655473671225,0.250670020558292,0.175598619730878,"shg/Cont/Lac/lqf/arm",5
"GO:1901699","GO:1901699","cellular response to nitrogen compound","5/284","110/12275",0.111655473671225,0.250670020558292,0.175598619730878,"SkpA/Roc1a/Rheb/ImpL2/Pdk1",5
"GO:0001709","GO:0001709","cell fate determination","6/284","142/12275",0.111759681709868,0.250670020558292,0.175598619730878,"aop/Ras85D/peb/Rab11/rho/arm",6
"GO:0006836","GO:0006836","neurotransmitter transport","6/284","142/12275",0.111759681709868,0.250670020558292,0.175598619730878,"Syb/Arf102F/Arl1/CanB2/Arf51F/lqf",6
"GO:0007280","GO:0007280","pole cell migration","2/284","25/12275",0.11306273616355,0.25160261354781,0.176251917007374,"shg/gus",2
"GO:0007485","GO:0007485","imaginal disc-derived male genitalia development","2/284","25/12275",0.11306273616355,0.25160261354781,0.176251917007374,"puc/rpr",2
"GO:0007549","GO:0007549","dosage compensation","2/284","25/12275",0.11306273616355,0.25160261354781,0.176251917007374,"lncRNA:roX2/lncRNA:roX1",2
"GO:0007632","GO:0007632","visual behavior","2/284","25/12275",0.11306273616355,0.25160261354781,0.176251917007374,"Fdh/Pp1-87B",2
"GO:0043280","GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","2/284","25/12275",0.11306273616355,0.25160261354781,0.176251917007374,"hid/rpr",2
"GO:0048017","GO:0048017","inositol lipid-mediated signaling","2/284","25/12275",0.11306273616355,0.25160261354781,0.176251917007374,"ImpL2/Pdk1",2
"GO:0051646","GO:0051646","mitochondrion localization","2/284","25/12275",0.11306273616355,0.25160261354781,0.176251917007374,"Bsg/Arp1",2
"GO:0007528","GO:0007528","neuromuscular junction development","7/284","177/12275",0.116854659970221,0.25974972009058,0.18195910393194,"SkpA/Arp3/Rheb/mav/Syx18/kay/Pdk1",7
"GO:0001934","GO:0001934","positive regulation of protein phosphorylation","5/284","112/12275",0.118088127817885,0.262197912436802,0.183674104377047,"Rho1/Ras85D/Alg-2/mav/Gadd45",5
"GO:0016333","GO:0016333","morphogenesis of follicular epithelium","3/284","52/12275",0.118755290965655,0.2625047355978,0.183889039228262,"Dg/shg/Parp",3
"GO:0035264","GO:0035264","multicellular organism growth","3/284","52/12275",0.118755290965655,0.2625047355978,0.183889039228262,"Rheb/Ras85D/Pdk1",3
"GO:0035966","GO:0035966","response to topologically incorrect protein","3/284","52/12275",0.118755290965655,0.2625047355978,0.183889039228262,"Spp/Hsp68/Hsp70Bc",3
"GO:1902905","GO:1902905","positive regulation of supramolecular fiber organization","3/284","52/12275",0.118755290965655,0.2625047355978,0.183889039228262,"Arp3/Arpc4/Arpc3A",3
"GO:0042594","GO:0042594","response to starvation","6/284","145/12275",0.120187195671779,0.265016478099651,0.185648557640005,"Rheb/Atg8a/Ras85D/Hsp68/ImpL2/hid",6
"GO:0060322","GO:0060322","head development","6/284","145/12275",0.120187195671779,0.265016478099651,0.185648557640005,"robl/vvl/shg/Nipped-B/bun/rho",6
"GO:0006468","GO:0006468","protein phosphorylation","14/284","427/12275",0.120415477435489,0.265016478099651,0.185648557640005,"SkpA/Rho1/Gprk1/Ras85D/Pka-C1/peb/Alg-2/CkIIalpha/mav/Gadd45/kay/kek1/puc/Pdk1",14
"GO:0010507","GO:0010507","negative regulation of autophagy","2/284","26/12275",0.120692642922964,0.265016478099651,0.185648557640005,"Rheb/Ras85D",2
"GO:0045815","GO:0045815","positive regulation of gene expression, epigenetic","2/284","26/12275",0.120692642922964,0.265016478099651,0.185648557640005,"lncRNA:roX2/lncRNA:roX1",2
"GO:0072583","GO:0072583","clathrin-dependent endocytosis","2/284","26/12275",0.120692642922964,0.265016478099651,0.185648557640005,"fwe/lqf",2
"GO:0007447","GO:0007447","imaginal disc pattern formation","5/284","113/12275",0.121369061919081,0.266207279457874,0.18648273427753,"Ras85D/Pka-C1/peb/capt/rho",5
"GO:0015672","GO:0015672","monovalent inorganic cation transport","7/284","179/12275",0.121950176820701,0.267186645683325,0.18716879700261,"crok/Vha14-1/Cyt-c1/ATP6AP2/VhaM9.7-b/Vha36-1/VhaPPA1-1",7
"GO:0010638","GO:0010638","positive regulation of organelle organization","6/284","146/12275",0.123064880765482,0.268675062706072,0.188211458483214,"Su(var)205/Arp3/Fis1/Arpc4/Arpc3A/Nipped-B",6
"GO:0022411","GO:0022411","cellular component disassembly","6/284","146/12275",0.123064880765482,0.268675062706072,0.188211458483214,"lft/Rab1/Fis1/Atg8a/Pp1-87B/eRF1",6
"GO:0051253","GO:0051253","negative regulation of RNA metabolic process","14/284","429/12275",0.12367002366303,0.268675062706072,0.188211458483214,"E(spl)mbeta-HLH/Su(var)205/aop/Dp1/ich/peb/mbf1/E(spl)m3-HLH/Maf1/corto/E(spl)m7-HLH/lncRNA:roX2/lncRNA:roX1/arm",14
"GO:0002225","GO:0002225","positive regulation of antimicrobial peptide production","3/284","53/12275",0.123847698930003,0.268675062706072,0.188211458483214,"lwr/vvl/Parp",3
"GO:0002699","GO:0002699","positive regulation of immune effector process","3/284","53/12275",0.123847698930003,0.268675062706072,0.188211458483214,"lwr/vvl/Parp",3
"GO:0002702","GO:0002702","positive regulation of production of molecular mediator of immune response","3/284","53/12275",0.123847698930003,0.268675062706072,0.188211458483214,"lwr/vvl/Parp",3
"GO:0002760","GO:0002760","positive regulation of antimicrobial humoral response","3/284","53/12275",0.123847698930003,0.268675062706072,0.188211458483214,"lwr/vvl/Parp",3
"GO:0048619","GO:0048619","embryonic hindgut morphogenesis","3/284","53/12275",0.123847698930003,0.268675062706072,0.188211458483214,"Rho1/cv-c/rho",3
"GO:1902692","GO:1902692","regulation of neuroblast proliferation","3/284","53/12275",0.123847698930003,0.268675062706072,0.188211458483214,"E(spl)mbeta-HLH/E(spl)m3-HLH/bun",3
"GO:0001558","GO:0001558","regulation of cell growth","4/284","83/12275",0.125940666884911,0.272322683841555,0.190766679228262,"Rheb/eIF4E1/bun/Pdk1",4
"GO:0010563","GO:0010563","negative regulation of phosphorus metabolic process","4/284","83/12275",0.125940666884911,0.272322683841555,0.190766679228262,"SkpA/peb/kek1/puc",4
"GO:0045936","GO:0045936","negative regulation of phosphate metabolic process","4/284","83/12275",0.125940666884911,0.272322683841555,0.190766679228262,"SkpA/peb/kek1/puc",4
"GO:0030003","GO:0030003","cellular cation homeostasis","5/284","115/12275",0.128057508358104,0.275041475223788,0.192671238907927,"PMCA/fwe/Atox1/Catsup/CG6523",5
"GO:0006383","GO:0006383","transcription by RNA polymerase III","2/284","27/12275",0.128445061729195,0.275041475223788,0.192671238907927,"Maf1/Trf2",2
"GO:0006893","GO:0006893","Golgi to plasma membrane transport","2/284","27/12275",0.128445061729195,0.275041475223788,0.192671238907927,"Arf102F/Rab11",2
"GO:0009112","GO:0009112","nucleobase metabolic process","2/284","27/12275",0.128445061729195,0.275041475223788,0.192671238907927,"Dak1/Dhod",2
"GO:0051294","GO:0051294","establishment of spindle orientation","2/284","27/12275",0.128445061729195,0.275041475223788,0.192671238907927,"Arp1/cv-c",2
"GO:0060969","GO:0060969","negative regulation of gene silencing","2/284","27/12275",0.128445061729195,0.275041475223788,0.192671238907927,"lncRNA:roX2/lncRNA:roX1",2
"GO:0097193","GO:0097193","intrinsic apoptotic signaling pathway","2/284","27/12275",0.128445061729195,0.275041475223788,0.192671238907927,"hid/rpr",2
"GO:1903034","GO:1903034","regulation of response to wounding","2/284","27/12275",0.128445061729195,0.275041475223788,0.192671238907927,"Rho1/knk",2
"GO:2001056","GO:2001056","positive regulation of cysteine-type endopeptidase activity","2/284","27/12275",0.128445061729195,0.275041475223788,0.192671238907927,"hid/rpr",2
"GO:0006022","GO:0006022","aminoglycan metabolic process","6/284","148/12275",0.128921178657434,0.275377420442775,0.192906574256877,"exp/Cht10/CG13676/knk/CG12009/mmy",6
"GO:0009100","GO:0009100","glycoprotein metabolic process","6/284","148/12275",0.128921178657434,0.275377420442775,0.192906574256877,"Ostgamma/CG34056/CG33303/Stt3A/wol/mmy",6
"GO:0002922","GO:0002922","positive regulation of humoral immune response","3/284","54/12275",0.129018136529864,0.275377420442775,0.192906574256877,"lwr/vvl/Parp",3
"GO:0006575","GO:0006575","cellular modified amino acid metabolic process","4/284","84/12275",0.129984795643361,0.275662200162469,0.193106067301934,"GstS1/GstE12/GstE11/GstT1",4
"GO:0008284","GO:0008284","positive regulation of cell population proliferation","4/284","84/12275",0.129984795643361,0.275662200162469,0.193106067301934,"E(spl)mbeta-HLH/Ras85D/E(spl)m3-HLH/bun",4
"GO:0048608","GO:0048608","reproductive structure development","4/284","84/12275",0.129984795643361,0.275662200162469,0.193106067301934,"aop/shg/puc/rpr",4
"GO:0061458","GO:0061458","reproductive system development","4/284","84/12275",0.129984795643361,0.275662200162469,0.193106067301934,"aop/shg/puc/rpr",4
"GO:0070838","GO:0070838","divalent metal ion transport","4/284","84/12275",0.129984795643361,0.275662200162469,0.193106067301934,"Ostgamma/PMCA/fwe/Catsup",4
"GO:0072511","GO:0072511","divalent inorganic cation transport","4/284","84/12275",0.129984795643361,0.275662200162469,0.193106067301934,"Ostgamma/PMCA/fwe/Catsup",4
"GO:0007005","GO:0007005","mitochondrion organization","8/284","217/12275",0.131199518595673,0.277908288859899,0.194679490698092,"Tom7/Tim17b/Fis1/Atg8a/ox/Tom20/CG34132/Chchd2",8
"GO:0002520","GO:0002520","immune system development","5/284","116/12275",0.131463921027428,0.277908288859899,0.194679490698092,"Rho1/lwr/Ras85D/shg/Pvf2",5
"GO:0048534","GO:0048534","hematopoietic or lymphoid organ development","5/284","116/12275",0.131463921027428,0.277908288859899,0.194679490698092,"Rho1/lwr/Ras85D/shg/Pvf2",5
"GO:0031023","GO:0031023","microtubule organizing center organization","4/284","85/12275",0.134082382187086,0.282923566495688,0.198192778120537,"SkpA/Prosbeta5/CG17493/CCT6",4
"GO:0007034","GO:0007034","vacuolar transport","3/284","55/12275",0.134263979666971,0.282923566495688,0.198192778120537,"CG15012/CG30423/Vsp37A",3
"GO:0042255","GO:0042255","ribosome assembly","3/284","55/12275",0.134263979666971,0.282923566495688,0.198192778120537,"RpS14a/RpS14b/mRpL22",3
"GO:0051254","GO:0051254","positive regulation of RNA metabolic process","15/284","473/12275",0.134964721794127,0.283920178792945,0.198890922012716,"Su(var)205/Sec13/akirin/Rpt3/ich/Rpt4/vvl/mbf1/Nipped-B/Rpt5/kay/lncRNA:roX2/Trf2/lncRNA:roX1/arm",15
"GO:0034248","GO:0034248","regulation of cellular amide metabolic process","7/284","184/12275",0.135177957901007,0.283920178792945,0.198890922012716,"Dp1/Srp9/eIF3j/Rheb/vvl/Parp/glo",7
"GO:0007009","GO:0007009","plasma membrane organization","2/284","28/12275",0.136310292387746,0.283920178792945,0.198890922012716,"Arp3/wol",2
"GO:0007484","GO:0007484","imaginal disc-derived genitalia development","2/284","28/12275",0.136310292387746,0.283920178792945,0.198890922012716,"puc/rpr",2
"GO:0007614","GO:0007614","short-term memory","2/284","28/12275",0.136310292387746,0.283920178792945,0.198890922012716,"Nipped-B/ATP6AP2",2
"GO:0009954","GO:0009954","proximal/distal pattern formation","2/284","28/12275",0.136310292387746,0.283920178792945,0.198890922012716,"Ras85D/rho",2
"GO:0033157","GO:0033157","regulation of intracellular protein transport","2/284","28/12275",0.136310292387746,0.283920178792945,0.198890922012716,"Arl1/rho",2
"GO:0051480","GO:0051480","regulation of cytosolic calcium ion concentration","2/284","28/12275",0.136310292387746,0.283920178792945,0.198890922012716,"PMCA/fwe",2
"GO:0071902","GO:0071902","positive regulation of protein serine/threonine kinase activity","2/284","28/12275",0.136310292387746,0.283920178792945,0.198890922012716,"Rho1/Gadd45",2
"GO:0072527","GO:0072527","pyrimidine-containing compound metabolic process","2/284","28/12275",0.136310292387746,0.283920178792945,0.198890922012716,"Dak1/Dhod",2
"GO:2000736","GO:2000736","regulation of stem cell differentiation","2/284","28/12275",0.136310292387746,0.283920178792945,0.198890922012716,"Nedd8/lqf",2
"GO:0050795","GO:0050795","regulation of behavior","4/284","86/12275",0.138232316897205,0.287364607369629,0.201303802908805,"Rho1/Pka-C1/dod/Gadd45",4
"GO:0009165","GO:0009165","nucleotide biosynthetic process","5/284","118/12275",0.138398269342753,0.287364607369629,0.201303802908805,"PlexA/Cyt-c1/Adk2/Dak1/Dhod",5
"GO:0055065","GO:0055065","metal ion homeostasis","5/284","118/12275",0.138398269342753,0.287364607369629,0.201303802908805,"PMCA/fwe/Atox1/Catsup/CG6523",5
"GO:0071900","GO:0071900","regulation of protein serine/threonine kinase activity","3/284","56/12275",0.139582598489758,0.289520854756707,0.202814290936556,"Rho1/Gadd45/kay",3
"GO:0040029","GO:0040029","regulation of gene expression, epigenetic","7/284","187/12275",0.143441276382913,0.296167368150623,0.207470286796751,"Su(var)205/Dg/bel/corto/lncRNA:roX2/lncRNA:roX1/Rm62",7
"GO:0050801","GO:0050801","ion homeostasis","6/284","153/12275",0.144135025658589,0.296167368150623,0.207470286796751,"PMCA/fwe/Atox1/Catsup/CG6523/uex",6
"GO:0007099","GO:0007099","centriole replication","2/284","29/12275",0.144279015114183,0.296167368150623,0.207470286796751,"CG17493/CCT6",2
"GO:0016334","GO:0016334","establishment or maintenance of polarity of follicular epithelium","2/284","29/12275",0.144279015114183,0.296167368150623,0.207470286796751,"Dg/Parp",2
"GO:0018107","GO:0018107","peptidyl-threonine phosphorylation","2/284","29/12275",0.144279015114183,0.296167368150623,0.207470286796751,"CkIIalpha/Pdk1",2
"GO:0036099","GO:0036099","female germ-line stem cell population maintenance","2/284","29/12275",0.144279015114183,0.296167368150623,0.207470286796751,"Nedd8/shg",2
"GO:0042059","GO:0042059","negative regulation of epidermal growth factor receptor signaling pathway","2/284","29/12275",0.144279015114183,0.296167368150623,0.207470286796751,"ed/kek1",2
"GO:0042147","GO:0042147","retrograde transport, endosome to Golgi","2/284","29/12275",0.144279015114183,0.296167368150623,0.207470286796751,"Vps29/Rab6",2
"GO:1901185","GO:1901185","negative regulation of ERBB signaling pathway","2/284","29/12275",0.144279015114183,0.296167368150623,0.207470286796751,"ed/kek1",2
"GO:1905268","GO:1905268","negative regulation of chromatin organization","2/284","29/12275",0.144279015114183,0.296167368150623,0.207470286796751,"lncRNA:roX2/lncRNA:roX1",2
"GO:0018105","GO:0018105","peptidyl-serine phosphorylation","3/284","57/12275",0.144971360988295,0.296974356616888,0.208035595964953,"Pka-C1/CkIIalpha/Pdk1",3
"GO:0051495","GO:0051495","positive regulation of cytoskeleton organization","3/284","57/12275",0.144971360988295,0.296974356616888,0.208035595964953,"Arp3/Arpc4/Arpc3A",3
"GO:0007613","GO:0007613","memory","5/284","120/12275",0.145490684579449,0.297730937000213,0.208565593412319,"Pka-C1/Nipped-B/ATP6AP2/Ddc/arm",5
"GO:0002697","GO:0002697","regulation of immune effector process","4/284","88/12275",0.146684708955127,0.299865239213106,0.210060708471703,"lwr/vvl/Parp/Rm62",4
"GO:0051640","GO:0051640","organelle localization","8/284","224/12275",0.148826423735827,0.303930505262979,0.212908496594138,"Syb/Eb1/Pp1-87B/Bsg/Rab11/jagn/Arp1/cv-c",8
"GO:0042752","GO:0042752","regulation of circadian rhythm","4/284","89/12275",0.150984867589111,0.307004489625238,0.215061875007259,"Rho1/Pka-C1/dod/hid",4
"GO:0045132","GO:0045132","meiotic chromosome segregation","4/284","89/12275",0.150984867589111,0.307004489625238,0.215061875007259,"lwr/eIF4E1/Fim/Nipped-B",4
"GO:0045859","GO:0045859","regulation of protein kinase activity","4/284","89/12275",0.150984867589111,0.307004489625238,0.215061875007259,"Rho1/Gadd45/kay/kek1",4
"GO:0048878","GO:0048878","chemical homeostasis","9/284","261/12275",0.152120727796822,0.307004489625238,0.215061875007259,"Rab1/Tpi/PMCA/fwe/Rheb/Atox1/Catsup/CG6523/uex",9
"GO:0009411","GO:0009411","response to UV","2/284","30/12275",0.152342278227133,0.307004489625238,0.215061875007259,"Sod3/Kap-alpha3",2
"GO:0018210","GO:0018210","peptidyl-threonine modification","2/284","30/12275",0.152342278227133,0.307004489625238,0.215061875007259,"CkIIalpha/Pdk1",2
"GO:0042133","GO:0042133","neurotransmitter metabolic process","2/284","30/12275",0.152342278227133,0.307004489625238,0.215061875007259,"Fdh/Ddc",2
"GO:0043281","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","2/284","30/12275",0.152342278227133,0.307004489625238,0.215061875007259,"hid/rpr",2
"GO:0046425","GO:0046425","regulation of receptor signaling pathway via JAK-STAT","2/284","30/12275",0.152342278227133,0.307004489625238,0.215061875007259,"CG30423/peb",2
"GO:0061057","GO:0061057","peptidoglycan recognition protein signaling pathway","2/284","30/12275",0.152342278227133,0.307004489625238,0.215061875007259,"Uev1A/TM9SF2",2
"GO:0097306","GO:0097306","cellular response to alcohol","2/284","30/12275",0.152342278227133,0.307004489625238,0.215061875007259,"Sec13/Pka-C1",2
"GO:0098534","GO:0098534","centriole assembly","2/284","30/12275",0.152342278227133,0.307004489625238,0.215061875007259,"CG17493/CCT6",2
"GO:1904892","GO:1904892","regulation of receptor signaling pathway via STAT","2/284","30/12275",0.152342278227133,0.307004489625238,0.215061875007259,"CG30423/peb",2
"GO:0061024","GO:0061024","membrane organization","8/284","226/12275",0.154065938988678,0.310163173318992,0.217274586745002,"Sec13/Arp3/Arl1/Tom20/Rab11/CG34132/wol/Bet1",8
"GO:0016458","GO:0016458","gene silencing","7/284","191/12275",0.154826654184578,0.311378833390464,0.218126177334643,"Su(var)205/Dg/bel/corto/lncRNA:roX2/lncRNA:roX1/Rm62",7
"GO:0043068","GO:0043068","positive regulation of programmed cell death","4/284","90/12275",0.155332779502862,0.312080533717795,0.218617730367868,"bel/fwe/hid/rpr",4
"GO:0008306","GO:0008306","associative learning","3/284","59/12275",0.155948798319567,0.312369691891362,0.218820290594453,"Fdh/Pp1-87B/Pka-C1",3
"GO:0009615","GO:0009615","response to virus","3/284","59/12275",0.155948798319567,0.312369691891362,0.218820290594453,"RNASEK/Ras85D/Rm62",3
"GO:0016052","GO:0016052","carbohydrate catabolic process","3/284","59/12275",0.155948798319567,0.312369691891362,0.218820290594453,"Tpi/Dg/Gapdh1",3
"GO:0045892","GO:0045892","negative regulation of transcription, DNA-templated","13/284","411/12275",0.158210974336507,0.315944450762542,0.221324470082099,"E(spl)mbeta-HLH/Su(var)205/aop/Dp1/ich/peb/E(spl)m3-HLH/Maf1/corto/E(spl)m7-HLH/lncRNA:roX2/lncRNA:roX1/arm",13
"GO:1902679","GO:1902679","negative regulation of RNA biosynthetic process","13/284","411/12275",0.158210974336507,0.315944450762542,0.221324470082099,"E(spl)mbeta-HLH/Su(var)205/aop/Dp1/ich/peb/E(spl)m3-HLH/Maf1/corto/E(spl)m7-HLH/lncRNA:roX2/lncRNA:roX1/arm",13
"GO:1903507","GO:1903507","negative regulation of nucleic acid-templated transcription","13/284","411/12275",0.158210974336507,0.315944450762542,0.221324470082099,"E(spl)mbeta-HLH/Su(var)205/aop/Dp1/ich/peb/E(spl)m3-HLH/Maf1/corto/E(spl)m7-HLH/lncRNA:roX2/lncRNA:roX1/arm",13
"GO:0000422","GO:0000422","autophagy of mitochondrion","2/284","31/12275",0.160491486203948,0.31762273191908,0.222500134622885,"Fis1/Atg8a",2
"GO:0001707","GO:0001707","mesoderm formation","2/284","31/12275",0.160491486203948,0.31762273191908,0.222500134622885,"Ras85D/wol",2
"GO:0009308","GO:0009308","amine metabolic process","2/284","31/12275",0.160491486203948,0.31762273191908,0.222500134622885,"Catsup/Ddc",2
"GO:0010950","GO:0010950","positive regulation of endopeptidase activity","2/284","31/12275",0.160491486203948,0.31762273191908,0.222500134622885,"hid/rpr",2
"GO:0031507","GO:0031507","heterochromatin assembly","2/284","31/12275",0.160491486203948,0.31762273191908,0.222500134622885,"Su(var)205/Dp1",2
"GO:0044106","GO:0044106","cellular amine metabolic process","2/284","31/12275",0.160491486203948,0.31762273191908,0.222500134622885,"Catsup/Ddc",2
"GO:0046661","GO:0046661","male sex differentiation","2/284","31/12275",0.160491486203948,0.31762273191908,0.222500134622885,"puc/rpr",2
"GO:0061726","GO:0061726","mitochondrion disassembly","2/284","31/12275",0.160491486203948,0.31762273191908,0.222500134622885,"Fis1/Atg8a",2
"GO:0098876","GO:0098876","vesicle-mediated transport to the plasma membrane","2/284","31/12275",0.160491486203948,0.31762273191908,0.222500134622885,"Arf102F/Rab11",2
"GO:0007442","GO:0007442","hindgut morphogenesis","3/284","60/12275",0.161532227866473,0.318729097728578,0.223275162720112,"Rho1/cv-c/rho",3
"GO:0018209","GO:0018209","peptidyl-serine modification","3/284","60/12275",0.161532227866473,0.318729097728578,0.223275162720112,"Pka-C1/CkIIalpha/Pdk1",3
"GO:0061525","GO:0061525","hindgut development","3/284","60/12275",0.161532227866473,0.318729097728578,0.223275162720112,"Rho1/cv-c/rho",3
"GO:0008380","GO:0008380","RNA splicing","10/284","302/12275",0.163236607291156,0.321772259655357,0.2254069494921,"Hel25E/mago/SC35/Parp/Sf3b6/icln/fus/Rm62/mbl/Rbp1-like",10
"GO:0050804","GO:0050804","modulation of chemical synaptic transmission","5/284","125/12275",0.163880469764708,0.3220076544844,0.225571847579951,"Dg/crok/Pka-C1/Cals/cv-c",5
"GO:0051050","GO:0051050","positive regulation of transport","5/284","125/12275",0.163880469764708,0.3220076544844,0.225571847579951,"Rab1/crok/Snx3/prtp/Rab11",5
"GO:0099177","GO:0099177","regulation of trans-synaptic signaling","5/284","125/12275",0.163880469764708,0.3220076544844,0.225571847579951,"Dg/crok/Pka-C1/Cals/cv-c",5
"GO:0031400","GO:0031400","negative regulation of protein modification process","4/284","92/12275",0.164167126618747,0.3220076544844,0.225571847579951,"SkpA/peb/kek1/puc",4
"GO:0051604","GO:0051604","protein maturation","4/284","92/12275",0.164167126618747,0.3220076544844,0.225571847579951,"Spase12/Spp/sel/rho",4
"GO:0030198","GO:0030198","extracellular matrix organization","3/284","61/12275",0.167175316342721,0.327584405666634,0.229478456786755,"ich/mmy/CG42342",3
"GO:0008543","GO:0008543","fibroblast growth factor receptor signaling pathway","2/284","32/12275",0.168718388088894,0.328339216035741,0.230007214309009,"aop/Ras85D",2
"GO:0016476","GO:0016476","regulation of embryonic cell shape","2/284","32/12275",0.168718388088894,0.328339216035741,0.230007214309009,"Rho1/Rab11",2
"GO:0035023","GO:0035023","regulation of Rho protein signal transduction","2/284","32/12275",0.168718388088894,0.328339216035741,0.230007214309009,"CG15611/cv-c",2
"GO:0044344","GO:0044344","cellular response to fibroblast growth factor stimulus","2/284","32/12275",0.168718388088894,0.328339216035741,0.230007214309009,"aop/Ras85D",2
"GO:0071774","GO:0071774","response to fibroblast growth factor","2/284","32/12275",0.168718388088894,0.328339216035741,0.230007214309009,"aop/Ras85D",2
"GO:0090100","GO:0090100","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","2/284","32/12275",0.168718388088894,0.328339216035741,0.230007214309009,"lqf/mav",2
"GO:0097194","GO:0097194","execution phase of apoptosis","2/284","32/12275",0.168718388088894,0.328339216035741,0.230007214309009,"hid/rpr",2
"GO:0007626","GO:0007626","locomotory behavior","7/284","196/12275",0.169625103496183,0.329780441175244,0.231016817071455,"Rho1/Eb1/Pp1-87B/dod/CkIIalpha/qsm/kay",7
"GO:0006790","GO:0006790","sulfur compound metabolic process","6/284","161/12275",0.170083364482397,0.33034782631855,0.231414280030123,"GstS1/GstE12/GstE11/Scsalpha1/CG8306/GstT1",6
"GO:0002784","GO:0002784","regulation of antimicrobial peptide production","3/284","62/12275",0.172875467963687,0.334788101373579,0.234524768349197,"lwr/vvl/Parp",3
"GO:0072091","GO:0072091","regulation of stem cell proliferation","3/284","62/12275",0.172875467963687,0.334788101373579,0.234524768349197,"E(spl)mbeta-HLH/E(spl)m3-HLH/bun",3
"GO:0072503","GO:0072503","cellular divalent inorganic cation homeostasis","3/284","62/12275",0.172875467963687,0.334788101373579,0.234524768349197,"PMCA/fwe/Catsup",3
"GO:0043549","GO:0043549","regulation of kinase activity","4/284","94/12275",0.173178177586787,0.335047448839934,0.234706445667534,"Rho1/Gadd45/kay/kek1",4
"GO:0006470","GO:0006470","protein dephosphorylation","5/284","128/12275",0.175339787631486,0.337860487013916,0.236677026830377,"Pp1-87B/CanB2/janA/PRL-1/puc",5
"GO:0050776","GO:0050776","regulation of immune response","6/284","163/12275",0.17685896345544,0.337860487013916,0.236677026830377,"akirin/lwr/vvl/Parp/Pvf2/puc",6
"GO:0000045","GO:0000045","autophagosome assembly","2/284","33/12275",0.177015066244067,0.337860487013916,0.236677026830377,"Atg8a/CG11781",2
"GO:0000462","GO:0000462","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","2/284","33/12275",0.177015066244067,0.337860487013916,0.236677026830377,"RpS14a/RpS14b",2
"GO:0010389","GO:0010389","regulation of G2/M transition of mitotic cell cycle","2/284","33/12275",0.177015066244067,0.337860487013916,0.236677026830377,"kay/puc",2
"GO:0010952","GO:0010952","positive regulation of peptidase activity","2/284","33/12275",0.177015066244067,0.337860487013916,0.236677026830377,"hid/rpr",2
"GO:0045665","GO:0045665","negative regulation of neuron differentiation","2/284","33/12275",0.177015066244067,0.337860487013916,0.236677026830377,"aop/ed",2
"GO:0050821","GO:0050821","protein stabilization","2/284","33/12275",0.177015066244067,0.337860487013916,0.236677026830377,"Snx3/DnaJ-1",2
"GO:0051090","GO:0051090","regulation of DNA-binding transcription factor activity","2/284","33/12275",0.177015066244067,0.337860487013916,0.236677026830377,"lwr/CG5862",2
"GO:0051489","GO:0051489","regulation of filopodium assembly","2/284","33/12275",0.177015066244067,0.337860487013916,0.236677026830377,"Rho1/Arp3",2
"GO:0062012","GO:0062012","regulation of small molecule metabolic process","2/284","33/12275",0.177015066244067,0.337860487013916,0.236677026830377,"Dg/PlexA",2
