Symbol	Genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	control_1	control_2	control_3	notch_1	notch_2	notch_3
Fit2	FBgn0036688	1841.32025336384	0.519114264541727	0.258652416534533	2.00699561015862	0.0447501304067446	0.131149382457455	2139.50168563821	2135.44126444649	2232.93266515648	1198.49375126317	1335.90805248602	2005.64410119263
CG7730	FBgn0036689	377.704522951031	0.409972710647769	0.426293277493001	0.961715167217246	0.336192701393469	0.517070850209878	354.736030779392	625.764915040434	311.9311191989	402.650662769363	221.76710323239	349.377306685707
Ilp8	FBgn0036690	9.99272303827157	-0.793947354190439	1.77790899175524	-0.446562426913999	0.655191029384662	0.790002561364519	3.95910748637715	14.7934968094665	3.08842692276139	24.3211809726461	13.7941260383783	0
lncRNA:CR45756	FBgn0267320	2.34554464003099	4.46005197012289	3.26900879057696	1.36434382892428	0.17245937767916	NA	7.12639347547886	5.91739872378661	1.02947564092046	0	0	0
lncRNA:CR43250	FBgn0262895	1.4255994166039	3.74236888967232	3.93316956371376	0.951489334250497	0.341356030291094	NA	6.33457197820344	2.21902452141998	0	0	0	0
beg	FBgn0036691	1062.25767542179	-0.140828368199476	0.330548119897131	-0.426044983233616	0.67007506822782	0.800379909582237	1198.817746875	963.796317136744	867.84796529595	1578.17440978059	886.007326311222	878.90228713123
scaf6	FBgn0261872	3852.90877542919	0.266467330212514	0.250617765455342	1.06324198417608	0.287672227365824	0.466872870137163	3463.42722908273	4360.38318459026	4800.44491361212	2705.05579484652	4213.57496141541	3574.56656902813
Papst2	FBgn0036695	654.871017032598	0.335875683347769	0.206954480351941	1.62294473053489	0.104601220336505	0.236824599576936	851.208109571087	660.52963254268	680.483398648426	568.845399415778	605.880459070309	562.279102947309
CG14057	FBgn0036696	2072.99030870356	-0.0172762869557986	0.19957191476323	-0.0865667244626827	0.931015916606989	0.962778612901786	2264.60948220773	2005.25849252319	1910.70678954838	2465.89751528217	1822.94681030261	1968.52276235728
TpnC73F	FBgn0010424	49501.4367150646	-4.73713483846562	0.572284066887667	-8.27759344101304	1.25689498829304e-16	9.60626883909677e-14	2691.40126923918	3509.01744320546	4533.81072261372	186052.98091058	34082.1021809778	66139.307763771
rogdi	FBgn0036697	1667.75724266229	0.396512870717775	0.21399917814703	1.85287099768835	0.0639008509464617	0.168657894703291	2011.22660307959	1789.27343910498	1887.02884980721	1152.55374275928	1689.24989639217	1477.2109248305
CG7724	FBgn0036698	392.752989949023	-0.716644260094453	0.359846686692286	-1.99152663230514	0.0464230202945116	0.13483341942217	272.386595062748	335.81237757489	283.105801253127	497.233033218542	317.264898882701	650.715233702128
Rbp6	FBgn0260943	108.886571648434	-5.08739422324123	1.42647057544469	-3.56642072456019	0.00036189021665615	0.00391529354724045	7.12639347547886	10.3554477666266	1.02947564092046	583.708343343506	7.42760632835755	43.6721633357133
CG6512	FBgn0036702	5215.31939876736	0.258270879671498	0.227426223439096	1.13562488866048	0.256113587976547	0.430544444830959	5477.82111815142	5776.1208292562	5789.77100453668	3556.29712888914	4982.86275970958	5709.04355206112
CG7707	FBgn0036703	7.34501441809417	-6.56069602681431	3.64202116734712	-1.80138876886133	0.0716416251101919	0.182255204155743	0	0	0	41.8864783417794	0	2.18360816678567
lncRNA:CR43870	FBgn0264462	17.7904934892504	-21.9343288252706	3.90967981615052	-5.6102621843001	NA	NA	0	0	0	106.742960935502	0	0
CG6497	FBgn0036704	9.13051137322292	-6.87553048880431	3.26499318951349	-2.10583302620268	0.0352188589438948	0.110790170953572	0	0	0	35.1305947382666	0	19.652473501071
ND-24L	FBgn0036706	0.707391078891196	-3.19645454235128	3.97882980965373	-0.803365485650027	0.421763517910206	NA	0	0	0	0	4.24434647334717	0
lncRNA:CR44564	FBgn0265757	15.736332874524	-0.134672600495091	1.53581180098698	-0.0876882183146039	0.930124483973458	0.962349026845696	17.4200729400594	8.13642324520659	19.5600371774888	0	31.8325985501038	17.4688653342853
CG6479	FBgn0036710	3584.15395477257	0.510642364655551	0.197445673665021	2.58624235809738	0.0097028679092918	0.0441356293120942	3912.3900180379	4742.05540227449	3982.01177908035	2451.03457135444	3250.1083119656	3167.32364592261
tRNA:Pro-CGG-2-2	FBgn0052173	1.14734276062615	-1.82051311162264	3.93567158210296	-0.46256733409902	0.643674527669936	NA	0	1.47934968094665	0	5.40470688281024	0	0
CG7692	FBgn0036714	993.334901489992	1.14257207524569	0.267627920614003	4.26925588565031	1.96126167059582e-05	0.000414733199118088	1243.9515722197	1298.12934503069	1560.68507163542	541.821865001727	798.998223607605	516.42333144481
tap	FBgn0015550	13.5083767201051	-0.682218194866671	2.96626967964627	-0.229991965851206	0.818098012714687	0.896614640586618	11.085500961856	19.9712206927798	0	49.9935386659947	0	0
Cad74A	FBgn0036715	4600.41558305375	1.08473997899863	0.303715466742322	3.57156647514083	0.000354852452962907	0.00387045998644557	5374.88432350561	6355.28622934682	7029.25967620492	1918.67094339764	3086.70097274173	3837.69135312581
CG13728	FBgn0036716	7.43147196386408	-6.577742287563	3.91374399351765	-1.68067770872539	0.0928255326870964	0.217242607119845	0	0	0	44.5888317831845	0	0
CG13731	FBgn0036717	2307.83886631572	-2.51337241428508	1.28835726994937	-1.95083496861383	0.0510766806108386	0.144959053949364	1234.44971425239	647.955160254634	181.187712802001	10010.8683236853	583.597640085236	1188.97464681479
blot	FBgn0027660	6549.761037974	0.569721292072859	0.241651624395898	2.35761416252466	0.0183927988694388	0.0699868235785899	8022.73541039465	7112.71326599151	8344.92954530127	4103.52370077367	4954.21342101449	6760.45088436842
lncRNA:noe	FBgn0026197	4026.43851515355	-3.3026949702887	0.763885296966181	-4.32354829109235	1.53539509988024e-05	0.0003436972294711	788.654211286328	556.235480035941	878.142721705155	17542.3273648813	1890.85635387617	2502.41495913637
Sec3	FBgn0266669	3047.99561106823	0.790507848232998	0.1846204504573	4.28180001876785	1.853875560382e-05	0.00039910038023643	3801.53500841934	4017.91373345111	3769.93979705073	1870.02858145234	2581.62374241342	2246.93280362245
CG7630	FBgn0040793	14652.1966067208	-1.05800818949088	0.249535001499923	-4.2399189818315	2.23600474993265e-05	0.000457302792189585	9136.0364355639	9947.14725468529	9440.29162724064	26457.3913680768	16812.9174675465	16119.3954872118
CG33051	FBgn0053051	1097.99526724261	-0.139797179884375	0.21084894113384	-0.663020545100275	0.507317395947218	0.675581348678934	1146.55752805482	1134.66120528608	852.405830682143	1171.47021684912	1058.96444510012	1223.91237748337
CG33052	FBgn0053052	1147.72282831827	-0.120699129459044	0.168430819288623	-0.716609525316229	0.473615065407073	0.645893601816936	1058.66534185725	1216.02543773815	1024.32826271586	1134.98844539015	1277.5482884775	1174.78119373069
CG32174	FBgn0052174	10.4224901754261	-0.222038199734796	1.00508702541035	-0.220914402555484	0.825159082844059	0.901859263169707	6.33457197820344	13.3141471285199	9.26528076828416	6.7558836035128	14.8552126567151	12.0098449173212
CG32176	FBgn0052176	883.145590911922	0.271170390330732	0.227774018652983	1.19052380045094	0.233840581153732	0.403693807412864	843.289894598332	1045.16054958881	1009.91560374297	693.153657720413	950.733610029767	756.620229791233
CG12229	FBgn0036723	27.3412289255039	-0.912899643155101	1.81967777500384	-0.501682031673534	0.615891205845956	0.759570758708129	50.6765758256275	0	6.17685384552278	52.6958921073998	3.18325985501038	51.3147919194631
CG18265	FBgn0036725	0.62197151372093	-1.5470292546438	4.02214430660905	-0.384627983660797	0.700513058244984	NA	0	0	1.02947564092046	2.70235344140512	0	0
QIL1	FBgn0036726	6708.53479531599	-0.761392386486491	0.221177400661582	-3.44245110128352	0.000576468073577184	0.00561767612684505	5100.12226395104	5421.07690582901	4412.3325969851	10521.6131241108	7281.17637502708	7514.88750599287
CG7589	FBgn0036727	2.32340724047432	-0.706951245044111	2.18112507609877	-0.324122285691468	0.745845455365966	NA	0.791821497275429	1.47934968094665	3.08842692276139	0	5.30543309168397	3.2754122501785
UQCR-Q	FBgn0036728	10049.9907082018	-0.797463186672763	0.270965482331469	-2.94304344527999	0.00325002805269117	0.0201129555603213	7129.56076146797	8097.96015350198	6794.53923007505	17357.2161541451	11142.4705791547	9778.19737086621
CG34250	FBgn0085279	1452.33387282894	-1.08208634967519	0.33601132274396	-3.22038656566267	0.00128017844523611	0.0101465995289084	931.182080795905	952.701194529644	911.08594221461	2933.40466064526	1486.58235228985	1499.04700649836
CG13733	FBgn0036729	9.51280184799712	1.50780793047565	1.10853001894819	1.36018682823431	0.173770809688473	0.330080023520059	11.085500961856	9.61577292615324	21.6189884593297	4.05353016210768	7.42760632835755	3.2754122501785
qjt	FBgn0036730	23.0367571761949	-1.04349142009432	0.864842828128623	-1.20656769780037	0.227598673044457	0.396758846786526	16.628251442784	14.0538219689932	14.4126589728865	41.8864783417794	40.3212914967981	10.9180408339283
CG6333	FBgn0036731	9.47064479234078	-1.75454303288006	1.46242240350651	-1.19975119956664	0.230235982017647	0.399793087891726	3.16728598910172	0.739674840473326	9.26528076828416	4.05353016210768	27.5882520767566	12.0098449173212
Oatp74D	FBgn0036732	5414.6831145188	0.393473932836366	0.391143232173374	1.00595868845804	0.314435442890217	0.494962960554293	7094.72061558785	3824.1189252471	7527.52588641042	3168.5094100475	6752.75523909535	4120.46861072455
edin	FBgn0052185	3.82464330304696	-0.322690635598931	3.4194530862406	-0.0943690781714166	0.924815978205802	NA	7.12639347547886	0	3.08842692276139	0	12.7330394200415	0
U4-U6-60K	FBgn0036733	2556.43287916365	-0.287963378340561	0.172744074988118	-1.66699424197541	0.0955155498254055	0.221820658672379	2235.31208680854	2295.9507048292	2376.02977924443	2518.59340738957	3260.71917814897	2651.99211856119
CG7564	FBgn0036734	4995.53875508655	0.419928318815285	0.337681737668515	1.24356241979395	0.21366065447621	0.380710908059193	5785.04785909429	5068.9916817637	6299.36144679231	2437.52280414742	4928.7473421744	5453.5613965472
Edc3	FBgn0036735	4011.64210055478	0.771663661471269	0.323941322896274	2.38210937268524	0.017213783985206	0.0668557127556094	5009.06279176437	4049.71975159146	6121.26216091307	1876.78446505586	3381.68305263936	3631.34038136456
snoRNA:Edc3-a	FBgn0263478	1.02913498107016	-2.49230367305708	3.96714203264675	-0.628236562378458	0.529848981960458	NA	0	0	1.02947564092046	4.05353016210768	0	1.09180408339283
Nedd4	FBgn0259174	3442.37384452282	0.410851163595016	0.29815357375654	1.37798503777285	0.168207907731831	0.322607028630686	3719.97739419997	3494.96362123647	4573.96027260962	1933.53388732536	3622.54971500181	3309.25817676368
Jon74E	FBgn0023197	43.5586208116908	-2.3965337536394	1.20672799282788	-1.98597676351512	0.0470359040874782	0.136243685364379	7.91821497275429	16.2728464904132	17.5010858956479	178.355327132738	6.36651971002076	34.9377306685707
CycT	FBgn0025455	4321.66494932717	0.377879683998614	0.152765252310853	2.47359709281067	0.0133760452455754	0.0552601097017981	4701.8360508215	4496.48335523735	5455.19142123753	4003.53662344168	3605.57232910842	3667.36991611653
Eip74EF	FBgn0000567	3613.83396417345	0.89664457973886	0.374520398375805	2.39411413537786	0.0166605634310877	0.0652757336919216	3095.23023284965	7141.56058476996	3868.7694585791	3017.17761732882	2609.21199449017	1951.05389702299
Vps60	FBgn0036740	5349.28013167476	-0.376383829837438	0.191148091114925	-1.96906925746458	0.0489451385456023	0.140405625318484	4466.6650661307	4666.60856854621	4832.35865848065	7200.42074462394	5860.38139307411	5069.24635919292
CG7510	FBgn0036741	961.713554897362	0.354057624262391	0.326846838564469	1.08325240598145	0.278696404288075	0.456180438409423	708.680240061509	1043.68119990786	1485.53334984823	851.241334042613	800.059310225942	881.085895298016
scaRNA:MeU4-A65	FBgn0261454	0.771833093090117	0.222476565653845	3.96377148635339	0.0561274953462366	0.955240240339592	NA	0	1.47934968094665	1.02947564092046	0	2.12217323667359	0
lncRNA:CR44566	FBgn0265759	13.2639001128828	-2.35479281694407	2.41163677888796	-0.976429302106554	0.328851766612873	0.509573240035009	0	0.739674840473326	12.3537076910456	52.6958921073998	13.7941260383783	0
lncRNA:CR44567	FBgn0265760	7.07035495560632	-1.40266330190237	1.26419189233217	-1.10953353712367	0.267200084992863	0.443124753475454	1.58364299455086	2.9586993618933	7.20632948644324	13.5117672070256	10.6108661833679	6.550824500357
CG7497	FBgn0036742	173.4204720681	-0.592576736871072	0.65011797964451	-0.911491076119904	0.362036685444425	0.54391919885641	237.546449182629	89.5006556972725	87.5054294782393	331.038296572127	183.567984972265	111.364016506069
Pep	FBgn0004401	40033.3790801923	0.13458150908005	0.163958589960117	0.820826216624501	0.411745263185116	0.589861335664846	39198.3314011229	45405.6797572956	41094.608634263	32882.2366750175	40072.9972281073	41546.4207853475
CG43085	FBgn0262531	136.969766319308	-4.2714357396384	1.35053802473595	-3.16276599503634	0.00156277894517478	0.0117924786413048	7.91821497275429	14.0538219689932	18.5305615365683	693.153657720413	84.8869294669435	3.2754122501785
Ndfip	FBgn0052177	1793.01017655496	-0.0654636649785426	0.259730052192922	-0.252045015298875	0.801006269508244	0.88465982717287	1732.50543603864	1714.56628021717	1810.84765237909	1286.32023810884	2055.32477971837	2158.49667286763
Krn	FBgn0052179	1095.50255525584	0.0468527990308568	0.254709953991426	0.183945693117411	0.854056058430778	0.918063072655147	1053.12259137632	1037.0241263436	1250.81290371836	817.461916025049	1298.77002084423	1115.82377322748
CG7484	FBgn0036745	1824.15174762063	-0.763083695697208	0.174139362375462	-4.3820287687279	1.17579278648157e-05	0.000280200062702736	1538.50916920616	1197.53356672632	1321.84672294187	2372.6663215537	2347.12359976099	2167.23110553477
Crtc	FBgn0036746	3019.67742922242	-0.502024963809618	0.215633267074197	-2.3281424551105	0.0199045405931248	0.0738188054366548	2434.05928262467	2517.8531569712	2545.8932599963	4430.50846718369	3194.93180781208	2994.81860074654
CG34251	FBgn0085280	0.52788099818362	2.31306005562802	3.97741863570222	0.581548051006113	0.560871143233584	NA	3.16728598910172	0	0	0	0	0
Ccn	FBgn0052183	28.5999072548709	-22.5797652815148	3.85760075096443	-5.85331835490485	NA	NA	0	0	0	171.599443529225	0	0
CG6052	FBgn0036747	0.357166369662998	-0.458787183103686	4.0804728567969	-0.112434808220689	0.910478657325813	NA	0.791821497275429	0	0	1.35117672070256	0	0
CG7460	FBgn0036749	17.6620768130955	-2.17479513395737	1.56031039906748	-1.39382211081663	0.163371329482816	0.316794712842721	8.71003647002972	10.3554477666266	0	55.398245548805	5.30543309168397	26.203298001428
Adgf-A	FBgn0036752	469.77762472843	0.104436820432974	0.484983097016045	0.215341155342408	0.829501344874129	0.904111682810755	589.907015470195	356.523273108143	513.708344819311	612.08305447826	540.093088733428	206.350971761245
Adgf-A2	FBgn0043025	0.8393613284371	-2.23467302918626	3.97882945487846	-0.561640817865746	0.574360764183854	NA	0.791821497275429	0	0	0	4.24434647334717	0
CG32182	FBgn0052182	22.5844413432398	-0.279979347354538	2.17895548153047	-0.128492458761886	NA	NA	21.3791804264366	24.4092697356198	15.4421346138069	0	74.2760632835755	0
CG32181	FBgn0052181	2.23579905156372	3.3011957473659	3.92519145930072	0.841027955348199	0.400332273550537	NA	0	0	12.3537076910456	0	1.06108661833679	0
NUCB1	FBgn0052190	11605.1352882156	0.403775213353675	0.272474464964167	1.48188276434188	0.138371491891149	0.284206895132543	14934.5452601119	10777.0624256964	13945.2770319086	7022.0654174912	11353.6268162037	11598.2347778821
CG5589	FBgn0036754	1731.70296695773	0.567471171568597	0.171862491293179	3.30189075753912	0.000960354647816978	0.00817485658841819	1966.88459923217	2375.09591275985	1861.2919587842	1394.41437576504	1405.93976929625	1386.5911859089
CG32187	FBgn0052187	43.1027970981847	-1.00827803231977	1.07718825932894	-0.936027684657366	0.349258933877141	0.530909304231483	21.3791804264366	35.5043923427197	28.825317945773	140.522378953066	12.7330394200415	19.652473501071
CG32191	FBgn0052191	193.133987539829	-2.97627080281487	1.32339621570497	-2.24896426897323	0.0245147694510264	0.0860590659862148	106.104080634908	19.2315458523065	5.14737820460231	907.99075631212	29.7104253134302	90.6197389216051
Cln3	FBgn0036756	264.532578288032	-0.388376010369529	0.682724753738248	-0.568861767854443	0.569449952804557	0.726661071094862	276.345702549125	226.340501184838	184.276139724763	621.541291523178	141.124520238794	137.567314507497
Grd	FBgn0001134	3.05476043568188	-5.29892448266357	3.92367563008958	-1.35050013870351	0.176855609209907	NA	0	0	0	1.35117672070256	16.9773858933887	0
CG5577	FBgn0036759	216.329629911847	-2.96888580428774	0.98166502019861	-3.02433696138737	0.0024917873627372	0.0165153847546	57.8029693011063	24.4092697356198	64.8569653779892	962.037825140223	113.536268162037	75.3344817541055
CG5567	FBgn0036760	228.117384199539	0.0254595002838523	0.303277876607478	0.0839477662157457	0.933097961615192	0.963720867691366	285.055739019155	190.096434001645	215.160408952377	231.051219240138	236.622315889105	210.718188094817
asRNA:CR45175	FBgn0266685	0.67558836035128	-3.10194524774091	3.98365727739464	-0.778667699488852	0.436175488034686	NA	0	0	0	4.05353016210768	0	0
MED19	FBgn0036761	3904.13404259776	-0.569840687217574	0.115268298998111	-4.94360281335386	7.66918745826903e-07	3.10834491679843e-05	3118.19305627064	3108.85335450939	3202.69871890356	4442.66905767002	4669.84220730023	4882.54786093275
CG7430	FBgn0036762	16204.9102484181	-0.206285619095043	0.0973775139329101	-2.11841123030895	0.0341402556004518	0.108720456822867	15571.1697439213	14825.3028276069	14748.2680318265	17338.2996800553	17432.5920526552	17313.8291544435
TrpRS-m	FBgn0036763	882.494247928943	1.1131218326251	0.301976902227475	3.6861158069189	0.000227702766487432	0.00275880181337569	1187.73224591314	1031.10672761982	1403.17529857459	413.460076534983	732.149766652387	527.341372278738
CG5535	FBgn0036764	2673.82720604871	0.0569109479104707	0.339812702084589	0.167477400230625	0.866994428380248	0.927054529648669	2980.41611574472	1759.68644548604	3440.50759195619	1926.77800372185	3187.50420148373	2748.07087789976
CR43086	FBgn0262532	4.77807341657761	-0.199400095823023	3.76394591310784	-0.0529763446197824	0.957750755499244	0.977856210290259	0	0	13.383183331966	0	0	15.2852571674997
CR43087	FBgn0262533	2.92754956152221	-5.2311463232296	3.92448704455021	-1.3329503356353	0.182548102493813	NA	0	0	0	17.5652973691333	0	0
CG7408	FBgn0036765	211.069023825674	0.811602705294098	0.731339425469528	1.10974832892817	0.267107490806677	0.443039862289791	362.654245752147	173.083912670758	270.752093562082	259.425930374891	164.468425842203	36.0295347519635
CG5506	FBgn0036766	0.343158546973488	1.65053984658842	4.0179385236342	0.410792707971927	0.681224540596732	NA	0	0	2.05895128184093	0	0	0
CG7402	FBgn0036768	110.266987105614	2.61839701133196	1.61561907046187	1.62067721234772	0.105086883248158	0.237567064480311	67.3048272684115	20.7108955332531	480.765124309856	79.719426521451	0	13.101649000714
Tsp74F	FBgn0036769	922.506215163172	0.371298326959157	0.277329297624981	1.33883556529698	0.180624209840876	0.338058255255793	825.078000160997	917.936477027398	1379.49735883342	755.307786872731	796.876050370932	860.341617713552
Prestin	FBgn0036770	706.573048736218	0.249858384399644	0.44120413769752	0.566310156798534	0.571182957114063	0.72766491738546	578.821514508339	879.473385322785	844.170025554779	867.455454691043	317.264898882701	752.253013457662
CG14353	FBgn0036771	1764.34401072662	-0.0795345906866686	0.202431511286904	-0.392896294559324	0.694396078477469	0.816039323416685	1664.40878727295	1779.65766617882	1703.78218572337	1494.40145309703	1802.78616455421	2141.02780753334
CG5290	FBgn0036772	1210.11262620543	0.873857664145762	0.384821646486033	2.27081213368666	0.0231583531088429	0.0823237137091756	1511.58723829879	1244.13308167613	1942.62053441691	475.614205687301	1046.23140568008	1040.48929147337
lncRNA:CR43174	FBgn0267794	5.7435173157742	-6.20668693601208	3.61214895943515	-1.7182810027255	0.08574537275706	0.205898195611542	0	0	0	20.2676508105384	0	14.1934530841068
Eip75B	FBgn0000568	10456.6344049026	0.495536377168316	0.226246239514034	2.19025243572094	0.0285059342990897	0.0953763280175923	10204.9954568857	11926.5171277919	14573.2571728701	10263.5383704566	8359.24037925726	7412.25792215394
lncRNA:CR45921	FBgn0267581	1.47934968094665	3.79745816854941	3.93218387103672	0.965737690070991	0.334175454685018	NA	0	8.87609808567991	0	0	0	0
snoRNA:Me28S-A30	FBgn0086081	20.2344697951938	-2.06407069302925	1.8232846273248	-1.13206169903255	0.257608495873527	0.432447014570492	3.95910748637715	16.2728464904132	3.08842692276139	95.9335471698817	1.06108661833679	1.09180408339283
lncRNA:CR45922	FBgn0267582	4.46609190242571	-2.04924732500189	3.78532356633593	-0.541366487987047	0.588255001018145	0.739812942042096	0	5.17772388331328	0	21.618827531241	0	0
CG32192	FBgn0052192	8.11372498717761	0.150684948603467	1.1083529365899	0.135953939967069	0.891857693365134	0.942608337346261	6.33457197820344	14.0538219689932	5.14737820460231	8.10706032421536	8.48869294669435	6.550824500357
CG42393	FBgn0259739	8.26252298997018	-0.429657249898217	1.562195384624	-0.275034258919943	0.783289918062507	0.875687192902395	15.8364299455086	2.21902452141998	3.08842692276139	1.35117672070256	7.42760632835755	19.652473501071
CG44006	FBgn0264748	111.009998825597	-0.445711192104369	0.898611813584183	-0.495999702392756	0.619894620917587	0.762346347349341	86.3085432030218	79.1452079306459	116.330747424012	301.312408716671	38.1991182601246	44.7639674191061
CG44005	FBgn0264747	5.12859643553134	0.0938634362762538	3.25175978560235	0.02886542748079	0.976971918998875	0.986746921581346	8.71003647002972	0	7.20632948644324	0	14.8552126567151	0
CG44004	FBgn0264746	154.245544695438	0.111265413419564	0.529921134912885	0.209965985670406	0.833694220761615	0.906465619566028	185.28623036245	88.7609808567992	206.924603825013	105.3917842148	128.391480818752	210.718188094817
CR45391	FBgn0266940	15.1190370389245	2.30142589936198	1.37236971825506	1.67697222457532	0.0935479133669531	0.218455406596769	21.3791804264366	14.0538219689932	40.149549995898	0	5.30543309168397	9.82623675053549
lncRNA:CR32194	FBgn0052194	17.9833061631511	-4.43642665179764	2.09313784146487	-2.11951003126141	0.0340473869098379	0.108489291225511	3.95910748637715	0.739674840473326	0	99.9870773319894	2.12217323667359	1.09180408339283
CG34253	FBgn0085282	164.768651951142	-4.37459082271753	1.64165822682317	-2.66473907372483	0.00770480786094675	0.0371190653363936	37.2156103719452	8.13642324520659	0	863.401924528936	70.0317168102284	9.82623675053549
CG13698	FBgn0036773	6422.90951478447	-0.0928512450171755	0.244153068316561	-0.380299316561476	0.70372324278431	0.822639759313903	6135.8247823873	6320.52151184457	6193.3254557775	4799.37971193549	6837.6421685623	8250.76345819964
mRpS26	FBgn0036774	2606.89027769847	-0.500149052041434	0.211096281285688	-2.36929352329308	0.0178221031345164	0.0684481347951634	1934.41991784387	2664.30877538492	1878.79304467984	3175.26529365102	2865.99495612768	3122.5596785035
CG5147	FBgn0036775	2713.75025341569	0.276235176051973	0.156937818023826	1.76015685403524	0.0783812152169614	0.194536530125509	2883.81389307711	3173.94474047104	2860.91280611797	2271.328067501	2741.84782178227	2350.65419154477
mus304	FBgn0002901	686.893118051705	1.20582677716374	0.510217149802476	2.36335994905416	0.0181100702618322	0.0692344588713463	779.944174816298	1122.82640783851	972.854480669837	155.385322880794	578.292206993552	512.056115111239
CG32195	FBgn0052195	152.230712540841	1.36802913706939	0.575897654652814	2.37547266604883	0.0175264904602386	0.0677260555884986	162.323406941463	288.473187784597	206.924603825013	145.927085835876	56.23759077185	53.4984000862488
CG7341	FBgn0036777	494.660075353547	0.0166868266628231	0.326618241094463	0.051089696052821	0.959254046630116	0.97858603899732	344.442351314812	593.219222059608	554.887370456129	517.50068402908	401.090741731308	556.820082530345
CG42853	FBgn0262100	18.4302827537603	-0.683364956059525	1.73241440640202	-0.394458135151841	0.693242830050469	0.815377212498053	16.628251442784	5.17772388331328	20.5895128184093	59.4517757109126	0	8.73443266714266
Cyp312a1	FBgn0036778	23.9683988441893	0.21324643746452	1.71127990081543	0.124612249207688	0.900830530524989	0.947869670234771	70.4721132575132	1.47934968094665	5.14737820460231	48.6423619452922	16.9773858933887	1.09180408339283
geko	FBgn0020300	802.827813110177	0.585759732857193	0.242698334775292	2.41353008622631	0.0157988234782445	0.0625175337341777	935.141188282282	890.568507929885	1064.47781271176	790.438381610998	535.848742260081	600.492245866058
CG7330	FBgn0036780	1.91371448953446	0.199387643617793	3.82365755372447	0.0521457899449123	0.958412527473185	NA	0	0	6.17685384552278	0	5.30543309168397	0
CG13699	FBgn0036781	21.2967662913417	7.6402930527342	1.68545166701722	4.5330834471542	5.81288373101862e-06	0.000160303752376029	25.3382879128137	64.3517111211794	38.0905987140571	0	0	0
hid	FBgn0003997	2225.09119758646	0.300397159938868	0.184488720479773	1.6282684337431	0.103467979686588	0.234905024962125	2336.66523845979	2848.48781066278	2181.45888311046	2144.31745575496	1856.90158208939	1982.71621544138
CG7320	FBgn0036782	194.653849150705	-3.84576889861949	1.79113120977455	-2.14711735110883	0.0317839402862977	0.103150791951285	73.6393992466149	2.21902452141998	0	978.251945788653	103.986488597006	9.82623675053549
lncRNA:CR45935	FBgn0267597	0.787974973881182	2.887766309202	3.95436445407728	0.730273181123826	0.465223217974165	NA	0	3.69837420236663	1.02947564092046	0	0	0
lncRNA:CR45937	FBgn0267599	7.53654958840291	-0.809860609928047	1.34861119147785	-0.600514525643658	0.548163383233313	0.710176558977654	2.37546449182629	5.91739872378661	8.2358051273637	2.70235344140512	7.42760632835755	18.5606694176782
lncRNA:CR45936	FBgn0267598	3.27113667674464	-1.69504136134299	2.08830992765057	-0.81168093820728	0.416974734882878	NA	1.58364299455086	2.9586993618933	0	10.8094137656205	3.18325985501038	1.09180408339283
CheA75a	FBgn0036783	2.54709989104653	0.902844783324054	3.628227921412	0.248839048394924	0.80348528467536	NA	7.91821497275429	0	2.05895128184093	0	5.30543309168397	0
CG13700	FBgn0036785	2.40880428690276	-4.95572478774272	3.92820368860051	-1.26157531039545	0.207101644955471	NA	0	0	0	1.35117672070256	0	13.101649000714
grim	FBgn0015946	2.70235344140512	-5.11530731006728	3.92596473043946	-1.30294275707736	0.192594305118125	NA	0	0	0	16.2141206484307	0	0
rpr	FBgn0011706	514.129580838675	0.273537546892787	0.362419630422107	0.754753672074001	0.450396795936288	0.625794795028994	461.631932911575	699.732399087767	526.062052510356	640.457765613013	329.997938302743	426.895396606598
skl	FBgn0036786	2.45405019754139	0.749547905561962	3.8093656206569	0.196764495772582	0.844011836185341	NA	0	0	9.26528076828416	0	0	5.45902041696416
lncRNA:CR43280	FBgn0262969	1.26865185311563	-4.0335468984146	3.94728240657552	-1.02185414747508	0.306849937036127	NA	0	0	0	0	1.06108661833679	6.550824500357
CG32196	FBgn0052196	61.7397515799354	-1.4210637744208	0.61264123825854	-2.3195692448981	0.020364191197906	0.0750591959413001	19.7955374318857	37.7234168641396	43.2379769186594	129.712965187446	67.9095435735548	72.059069503927
CG4306	FBgn0036787	807.716404540637	-3.57146071261938	0.678620522295084	-5.26282450247858	1.41858976986707e-07	7.55169678486452e-06	186.869873357001	50.2978891521862	138.979211524262	2356.45220090526	1660.60055769708	453.098694608026
AstC-R2	FBgn0036789	19.651135933404	-0.903345237317202	1.8791197203522	-0.480727878875057	0.630709914248467	0.770739616543924	19.7955374318857	0.739674840473326	20.5895128184093	18.9164740898358	0	57.8656164198201
CG32198	FBgn0052198	3.00359247455692	-1.90707661381187	3.62339458481291	-0.526323194775747	0.598663669909015	NA	0	0.739674840473326	3.08842692276139	0	0	14.1934530841068
CG18231	FBgn0036796	0.525274812932342	-1.24304327395528	4.04869076617359	-0.307023515932801	0.75882547297216	NA	0	0	1.02947564092046	0	2.12217323667359	0
CG32201	FBgn0052201	0.868433359905829	0.499936743346986	3.94815895207927	0.12662528267351	0.899236985331909	NA	0	0	3.08842692276139	0	2.12217323667359	0
