Geneid,WT1_quant,WT2_quant,WT3_quant,WT4_quant
Cpr72Ec,0,0,0,0
CG4842,0.380606,0.834465,0.767365,1.526334
roq,8.661983,21.286702,11.830444,23.123962
CG4753,0,0.242825,0,0
CG4729,140.197389,159.233958,131.198169,132.653356
RAF2,23.73906,35.932008,31.482693,39.45152
Gagr,0.242091,0.309092,0,0.283522
GluRS-m,8.873709,7.929058,8.588344,6.972039
CG13033,0,0,0,0
CG4229,0,0,0,0
nxf2,30.014403,32.185695,41.917241,26.346453
Smn,359.716043,242.661385,269.683156,263.546009
Syx8,33.698229,23.402991,25.564778,25.282816
CG4098,136.275958,72.48107,87.240931,76.257846
CG13032,0,0,0,0
CG9692,0.134828,0,0,0
CG13031,0,0,0,0
CG13026,0,0,0,0
CG9701,0.107476,3.213738,0.23829,0.523067
CG13025,30.659357,19.629168,19.731235,18.482795
CG9705,331.795518,312.617838,348.363397,329.572144
CG9706,10.703845,19.752659,15.251216,12.616013
CG9674,5.429076,3.700136,3.011512,11.258561
CG13024,2.965105,4.793156,5.472309,6.526698
TSG101,124.885947,152.180086,169.919302,136.325555
kud,315.808041,474.751452,409.40181,386.497
Zcchc7,7.616424,12.29996,8.026006,14.09827
CG13029,4.954128,6.103476,9.487952,5.403359
CG9951,61.67232,54.253809,65.65269,46.112285
CG13028,26.068443,28.524052,8.910269,27.979399
CG13023,26.73183,50.586326,68.961713,32.393683
CG11905,59.526254,155.975574,99.654424,81.135687
CG13022,0,0,0,0
Cpr73D,0.015927,0.037808,0,0.093728
Obp73a,0.470636,0.041723,0.194536,0.061588
CG3764,3.316468,6.256989,3.514389,8.41583
CG6664,70.391585,80.187455,73.687365,82.998014
CG7728,20.960265,20.178282,23.182356,26.818843
CG6652,0.130041,0,0,0
Fit2,32.030071,30.282362,32.72627,28.101773
CG7730,4.857705,2.569982,6.296584,3.772587
Ilp8,0,0.448463,0.57454,0.160558
beg,32.068753,26.605028,27.846924,26.21439
Papst2,14.475088,17.280953,16.78627,14.407067
CG14057,282.577127,199.107287,217.513411,192.955495
rogdi,20.328267,33.318061,30.648552,21.251385
CG7724,6.927586,9.668441,7.678283,9.102186
CG6512,40.445789,43.334402,45.738715,53.693786
CG7707,0,0,0,0
CG6497,0,0,0,0
CG13723,0,0,0,0
ND-24L,0,0,0,0
CG13724,0,0,0,0
CG13725,0,0,0,0
Or74a,0,0,0,0.068158
CG6479,39.305149,48.413819,48.044931,56.230789
CG13727,0,0,0,0
brv2,0,0,0,0
Mip,0,0,0,0
CG7692,5.987909,6.07397,5.257221,6.95946
Cad74A,10.911224,19.923461,7.948749,23.268294
CG13728,0,0,0,0
CG13731,0.503394,0.506771,1.231354,1.675712
CG12229,0.230481,0.096241,0,0.155955
CG18265,0,0,0,0
QIL1,377.624695,284.821198,314.320892,279.492694
CG7589,0,0.011533,0,0
UQCR-Q,1073.315155,868.199306,927.899291,762.019982
CG13733,0.089229,0.080874,0,0.191729
qjt,0.662009,0.39909,1.527179,0.143302
CG6333,0.05506,0.15983,0,0.067694
Oatp74D,31.549167,189.442503,52.838584,58.07806
U4-U6-60K,34.592436,27.085508,34.134285,36.26505
CG7564,76.85015,80.85321,98.99197,81.962222
Edc3,37.764785,52.548996,52.69904,47.286772
CG7542,0,0,0,0.221874
Vps60,196.458585,213.411794,225.241376,201.973865
CG7510,3.709182,12.485187,5.670468,9.187673
CG7497,0.462898,1.560849,2.56519,1.502635
CG7484,52.064537,63.819804,53.482509,75.680794
Crtc,8.52496,11.054611,10.597134,12.526006
CG6052,0,0,0,0
CG7460,0.096776,0.130304,0,0
CG6034,0,0,0,0.321975
Adgf-B,0,0,0,0
Adgf-A,1.989412,1.512058,1.758327,3.263539
CG5589,40.485419,27.001978,37.667376,32.826486
Cln3,0,0,0.275689,0.575887
Ir75a,0,0,0,0
CG5577,0.662544,0.872198,2.710654,2.661209
CG5567,30.102496,36.153786,26.106367,29.335498
MED19,65.827302,64.99705,57.141688,51.622725
CG7430,281.067155,252.207683,242.927895,262.97654
TrpRS-m,11.197677,11.316684,8.84532,11.759816
CG5535,18.71321,10.281099,15.98816,15.453156
CG7408,3.744969,3.525384,3.751224,6.166441
CG5506,0,0.1115,0,0.160894
CG16775,0,0,0,0
CG7402,0,0,0.030852,0.704247
Tsp74F,18.2311,20.602742,22.587362,23.694971
Prestin,3.149772,4.782389,5.152139,4.205036
CG14353,60.630615,44.137704,54.994141,40.388908
CG5290,11.360855,13.416549,14.572731,17.758134
CG13698,117.420253,143.906835,139.429544,104.997305
mRpS26,110.407468,76.764562,72.834057,79.021831
CG5147,76.808313,68.748218,77.594736,62.217203
CG7341,8.82068,9.766471,15.631317,13.097114
Cyp312a1,0,0.284362,0,0.189925
CG7330,0.149373,0,0,0.434813
CG13699,0.070883,0,0.25629,0.117357
CG7320,0.088125,0,0,0
CheA75a,0,0,0,0.08607
CG5103,0,0,0,0
CG13700,0,0,0,0
skl,0,0.412224,0,0
CG4306,3.512817,0,0.307496,2.315356
AstC-R2,0,0.021781,0.023698,0.291292
AstC-R1,0,0,0,0
CG7271,0,0,0,0
CG4174,1.307443,0.707793,0.980313,1.550286
CG18233,0.224159,0,0,0
CG18231,0,0,0,0
CG13380,0,0,0,0
MYPT-75D,8.319929,11.996442,10.598425,10.550335
Sgf11,20.060377,20.588874,21.504393,27.058464
Chmp1,298.914511,260.323849,290.803119,242.141651
Cyp12c1,1.365363,3.54686,0.273964,1.683041
CG6893,0,0,0,0
Dic4,0,0,0,0
CG12477,0,0.024584,0,0.139351
CG6885,0.044196,0,0.199762,0.076838
MED11,223.015276,152.972524,152.74065,161.489634
Nufip,11.004084,11.020355,12.910851,7.301696
Atg3,114.878171,119.347064,116.583967,107.875413
CG14073,2.124688,3.159642,2.796835,2.763801
HipHop,91.228622,55.710634,72.921147,74.766809
Indy,45.761728,74.79271,64.668488,62.821441
CG6865,0.140906,0.143604,1.139051,1.472198
CG14074,5.647088,9.134105,9.645137,5.161035
Dysb,6.918972,5.064646,6.545967,7.420344
Grx1,145.810627,122.734777,132.0964,130.460166
CG3961,1.042781,1.773147,4.408896,5.038683
NijB,0,0.126375,0.066686,0.092574
CG3902,125.700049,182.671443,148.067193,154.265432
RpL26,1981.467257,1708.095253,1485.867532,1988.292679
arx,10.720741,7.8086,8.357278,9.199517
CG6843,32.402399,32.720467,33.051961,34.163212
CG6841,22.211278,24.918675,28.738499,29.575957
Ir75d,0.044505,0,0.054777,0.035727
CG14077,0,0,0,0
CG6839,0,0,0,0
CG18223,0,0,0,0
CG3819,0,0.060733,0,0
CG6836,0,0,0,0
CG14075,0,0,0,0
CG11619,1.988441,0.838731,2.029862,1.267222
CG18135,17.249145,15.326626,21.896372,8.902072
CG3808,33.26342,29.662459,40.055912,34.411659
SmydA-2,0,0.014309,0,0
CG3797,62.481384,64.250578,71.186123,68.303587
Sfxn2,21.110036,28.803316,23.414292,21.171445
Mkp3,59.488116,54.176184,63.80177,64.418714
MESR6,50.226434,92.535496,91.543435,68.298268
CNPYb,106.126104,92.277712,83.77327,78.148538
CG10424,225.843265,130.699516,191.169993,131.040784
CG14079,2.172013,1.826801,2.65916,1.81749
Gem2,51.522305,42.925818,52.587491,57.837009
CG14082,0.313404,0.729512,0,0.053922
mRpL21,190.167083,126.424678,118.298526,132.117529
CG9629,4.228163,3.421151,6.919481,8.535972
CG14088,0.061572,0,0,0
CG14085,0.171925,0,0,0.191471
CG14086,0,0,0.047645,0
CG14089,0.180332,0.281258,0,0
Gbs-76A,3.884245,0.815365,3.949867,3.962749
ms(3)76Ba,0,0,0,0
CG14095,0,0,0,0.782561
CG14096,0.159723,0,0,0
CG12519,66.641089,63.881871,69.386855,82.739207
CG18294,0,0.534278,0,0
brv1,0,0,0,0
CG9449,0.626006,0.497886,0.767429,0.64835
CG9451,0,0.119092,0,0
CG9452,0.159877,0.527202,0,0
Cpr76Ba,0,0,0,0
Cpr76Bb,0,0,0,0
Cpr76Bc,0,0,0,0
Cpr76Bd,0,0,0,0
CG9279,0.225713,0.383678,0.164175,0.414154
CG9300,45.152876,47.896648,44.887893,45.9875
CG9231,59.407537,57.910053,51.087607,54.592713
CG9330,59.82036,62.935882,58.636268,61.146848
CG14100,84.392815,51.068071,83.338549,53.797096
CG9368,0.272257,0,0,0.050889
CG9372,26.529968,14.629971,16.535104,44.885658
Lon,20.752126,27.214588,24.771607,27.844171
PIG-F,65.580182,53.445095,62.259603,48.361336
ms(3)76Cc,0.033558,0,0,0.074695
wnd,7.739945,14.202491,7.92253,14.499402
CG8786,16.000479,27.17995,25.071191,23.850689
tey,0.523455,0.052635,0.82894,0.115487
CG8765,6.429442,10.814654,9.902672,9.9901
CG14102,6.13535,7.071626,6.645541,5.443593
TORIP,169.289292,141.213851,161.904556,148.072887
Ccdc58,281.341589,209.638134,199.004722,228.195334
Cyp305a1,0.551628,0.445591,0.31687,0.528127
Fibp,37.843175,39.534942,33.063423,27.928581
Usp32,2.643521,7.504283,5.237864,6.567478
Prp3,53.251651,41.548437,54.551172,43.39356
Mtr3,48.380232,39.661895,47.947923,41.084751
Pfdn6,298.54313,262.210083,247.142372,293.225351
Grasp65,144.246173,208.687865,183.255159,144.763341
CG8004,45.092721,49.18472,44.560701,51.844718
RhoGDI,429.646595,423.031476,425.096556,408.066717
CG14182,73.485365,68.632059,88.372296,51.507214
CG17732,0,0,0,0
hale,0,0,0,0
schuy,0,0,0,0
CG7646,42.383468,33.787983,39.447004,35.356938
Gabat,4.116878,1.431376,1.324357,1.167211
Tom20,934.717453,743.130189,692.230066,711.541747
CG7668,133.124308,151.024323,148.443454,115.996406
CG14183,0.142612,0.357209,0.44644,0.270127
CG14184,100.982562,104.813108,116.48408,90.437394
sNPF-R,0,0,0,0.121064
CG14186,0.029516,0,0,0.060972
CG14185,0,0,0,0
Ir76b,0,0,0,0
CG14187,0,0,0,0
CG7365,0.422924,0,0.523594,0.448055
obst-J,0.192213,0.348356,0.585744,0
CG7335,0,0,0,0
CG7328,0.263079,0.333825,0.095803,0.437787
Ssk,0.462491,1.316047,0,0.637971
obst-F,0,0,0,0
CG7298,0,0,0,0
CG7290,0,0,0,0
CG6996,0,0,0,0
CG7017,0,0,0,0
CG6933,0,0,0,0
CG17145,0,0,0,0
CG13813,0.156887,0.374642,0.588464,0.929248
CG17233,53.770176,70.660099,71.739146,80.870649
CG6951,19.363113,11.530767,15.683597,13.174512
CG17122,0,0.077873,0,0.036616
FRG1,121.797448,94.891945,104.015617,96.714289
SCCRO4,83.899871,81.512436,104.086243,87.151207
Spn77Bb,0.09754,0,0,0
Spn77Bc,0.344123,0,0,0.090269
Rbbp5,36.488155,31.04918,32.042133,36.262229
eRF1,295.659199,375.285717,332.247067,313.224369
CG5618,25.392288,23.624679,27.899951,21.411043
CG5665,2.043846,2.384238,2.678048,3.332297
Toll-9,0.179404,0.161157,0,0.153283
CG13247,2.324032,2.168907,2.036625,2.274289
RhoBTB,49.626254,62.636436,55.13264,54.140606
CG13248,0.281479,0.55648,0.042313,0.271959
zye,0.005562,0.046007,0.304804,0.350751
CG5282,0,0,0.019082,0
CG5274,28.904692,32.587098,28.649434,30.54517
CG5262,16.13465,26.168755,21.11774,15.665225
mRpL15,71.393998,61.214823,62.433419,66.760243
CG5872,11.075909,11.288229,14.351449,9.664586
CG11796,2.223552,1.263701,1.758438,1.809762
CG5910,1.839087,1.561022,1.992798,2.425889
CG5199,33.233355,28.289715,29.399262,28.853933
atk,0.017158,0.045653,0.022073,0.021438
mag,0,0,0,0
CG5955,0,0,0,0.029788
CG5969,128.324059,117.172445,118.983509,100.187724
isoQC,16.353221,27.355791,23.028083,15.365403
ZnT77C,7.53043,23.574447,11.970817,11.800506
ND-39,273.202779,187.248905,206.833706,187.611787
CG18281,0.495162,0.340438,0,0.107399
CG17637,0.046767,0.101126,0,0
CG5078,0,0,0,0
CG5059,96.364857,99.774953,219.488096,140.213715
mTerf3,39.817895,32.012319,36.903592,31.878385
CG5104,178.57548,165.809076,182.389435,138.708532
CG4825,49.139326,52.582171,53.857428,58.188241
CG4858,264.186064,210.139221,198.342921,209.382199
Rcd2,1.243787,0.88139,1.35723,1.90583
CG13250,0.407316,0.172224,0,0.249796
CG13251,0.086176,0.029183,0,0
cmpy,0,0,0,0
CG13252,6.375728,18.531492,14.801688,18.011622
CG4074,23.757997,26.226159,23.285471,26.429233
CG4042,24.451871,21.484665,19.361805,20.221521
Pex16,49.186511,53.989926,57.919945,49.096017
Pex14,140.555366,129.827934,150.531257,139.255039
CG11399,17.176486,24.735953,19.767439,21.859792
CG11396,30.081402,28.948535,23.380839,21.902767
CG3698,0,0,0,0
tzn,195.360629,110.240544,134.566769,115.454036
Spc105R,4.603174,4.198184,5.684905,7.981746
CG3634,30.825438,42.241346,41.595022,41.979172
HIPP1,57.078614,57.935826,71.895676,57.643082
CG3618,4.635762,2.512487,2.311196,4.899301
CG3288,0.601219,0.742606,0,0.295121
CG11456,21.196469,17.090285,21.867247,19.077592
CG10589,0.109854,0.594475,0.641059,0.471571
Sems,0.479277,0,0.60398,0.21189
CG10588,0,0,0,0.127853
CG11037,0,0,0,0
CG10587,0,0,0,0
CG12983,0,0,0,0
CG12984,0.61847,0.422403,0.87216,0
CG10585,31.02765,14.363048,18.319869,24.362667
CG10584,18.950338,14.665197,13.27444,15.329067
CG10581,56.753662,34.629172,43.917507,41.003837
ICA69,4.130698,2.493148,3.829284,5.428031
CG10565,173.20753,133.602318,163.55094,150.856397
CG10512,3.624377,4.143511,4.052338,7.79437
CG10510,0,0,0,0
CG10508,0.30925,0.417998,0.55747,0.394909
CG12975,144.380324,100.312927,115.944968,111.007908
CG9391,30.496346,19.453397,30.961217,23.419388
CG9389,0,0.124247,0.518841,0
CG12974,0.236889,0.262636,1.237011,0.719578
Cpr78Ca,1.002665,1.124442,0.874334,2.104044
Cpr78Cb,0.220547,0.158183,0,0.150752
Cpr78Cc,0,0,0,0
CG11309,31.124408,22.42908,23.162801,21.784621
CG7632,27.987253,30.914685,38.650718,28.495298
Tsr1,99.401796,82.78994,110.917579,98.829457
CG7324,29.134886,40.174654,45.115801,38.820836
ebd2,2.974919,2.292181,4.375746,5.175426
CG12971,0.178805,0.403797,0.351093,0.157641
barc,60.562568,59.686961,70.435232,54.432102
CG5664,14.564066,12.167875,15.868075,13.219152
Syx6,13.126205,12.79595,13.687797,9.63374
Neu2,0.225151,0.431965,0.08894,0.57375
CG7202,0.681211,0,0.494538,0.170122
CG7519,215.81988,156.914872,156.204631,170.199919
Est-Q,0.024845,0.074299,0,0.02108
M6,196.112704,247.434496,269.136398,185.632256
Cdk12,17.106346,23.748265,23.430533,23.855615
CG7611,49.409983,77.170935,62.206768,73.124548
Wnk,2.925146,4.968167,3.114633,3.993743
CG7173,0.829379,2.049932,2.086622,2.342866
CapaR,0,0,0,0
CG7634,0,0,0,0
CRIF,143.889292,109.578712,126.11608,96.362252
S1P,4.624363,4.587537,5.816335,5.60933
CG11307,43.51971,42.708721,51.950025,47.530352
CG7166,0.020738,0,0,0
Alg11,103.979381,120.607706,121.314385,114.515557
MED1,22.520334,28.882987,28.630377,43.3557
ORMDL,62.047577,47.044048,42.431584,44.073899
Cpr78E,56.120205,64.796686,165.33719,302.843248
CG11249,0.249195,0.04825,0,0.238338
Als2,4.61532,5.52665,2.323581,6.479097
CG11248,7.065406,10.563554,5.207147,7.192577
CG11247,13.635699,16.281673,16.603835,12.62916
Rpb8,180.731334,149.149099,157.211982,168.727262
CG14570,5.405977,5.343838,11.994381,5.317658
CG14569,2.466811,0.327858,2.524646,0.763008
CG14568,0,0,0,0
CG14573,0,0,0,0
CG14567,9.72704,22.369497,14.328317,7.047697
CG14566,135.732805,49.181035,98.104164,188.684131
CG14572,21.53629,120.419977,62.200321,85.100109
CG14565,0.24183,0.237272,0,0.552293
Syn1,0.0812,0,0.025626,0.199887
CG14564,0.20159,0,0,0.243444
CG7370,0.114648,0,0.091235,0
CG7407,36.993592,28.626809,28.98734,24.083083
CG7414,1733.590797,1275.642453,1434.729688,1459.608266
Nopp140,173.284883,166.491651,198.844213,196.384001
P5CDh1,81.467859,70.153736,98.978835,74.694968
CG14563,0,0,0,0
SLC22A,0.102452,0.622597,0.764187,0.602375
DNApol-eta,14.635595,18.399899,18.678098,18.235048
CG14562,4.885395,11.135208,8.004296,13.051199
CG7458,0.159972,0,0.481718,0.284371
CG7470,0.228952,0.426062,0.110417,2.724094
CG7140,0,0,0,0
CG14561,52.790241,36.696567,44.049069,50.741657
CG7133,84.177165,76.206377,81.420628,77.334624
CG7130,9.046864,10.801628,10.231477,7.457556
olf413,9.127969,15.254879,8.512071,15.631423
CG11523,96.979436,67.303139,93.334468,45.621047
CG11449,0,0,0,0
laza,0.268143,0,0,0.177363
CG11438,106.651843,109.424236,138.817498,104.761426
CG11437,4.596466,5.406771,8.151721,5.39845
CG11426,14.476728,5.070049,8.449422,2.443757
CG11425,0.10022,0,0,0
CG11404,0,0,0,0
Trxr-2,0,0,0.016946,0
CG14459,0,0,0,0
ND-B14.5AL,0,0,0,0
CG14457,0,0.195967,0.024035,0.281216
CG14455,2.541884,0.053303,0,0.461017
CG14456,5.168549,3.423905,0.79177,3.872373
CG14454,0,0,0,0
CG12546,0,0,0,0
CG14453,0,0,0,0
CG14452,0,0,0,0
CG11370,1099.183698,753.615314,409.872853,2325.274643
ArfGAP3,171.171369,218.651001,235.315691,182.602273
CG14451,0,0.359816,0.476598,0.617199
CG14450,15.397818,18.23765,18.790862,17.03972
CG11367,23.584747,21.226729,24.224378,25.631595
CG11241,2.159613,0.820734,0.848158,1.735579
CG7369,24.829111,31.119538,30.783982,33.806465
CG14448,0,0,0,0
CG11226,0.128367,0,0,0
CG13239,3.439628,1.202594,0.310572,3.38601
CG11137,238.463315,255.002218,208.795801,210.030847
CG11109,33.272768,38.51077,31.332811,33.770519
Ssl1,66.301373,59.237464,63.567258,62.153489
slif,1.860908,1.903249,1.610856,1.797884
CG11131,0,0,0,0
BoYb,0,0,0,0.14371
CG12768,11.707577,7.471789,9.497462,15.344166
Mes2,15.837804,13.035021,8.134474,20.553043
CG12581,70.61133,97.713493,79.236296,97.899523
beta-Man,69.023739,74.379416,83.055955,75.045777
CG14636,1.314551,0.775074,0.060482,1.828562
aux,17.364007,27.402085,25.563915,18.344428
CG14641,121.369501,104.187298,113.603015,120.766926
CG14642,1.268037,1.218096,2.221728,1.970331
TwdlF,0.1526,0.092317,0,0
TwdlG,0,0,0,0.127889
TwdlV,0,0,0,0
CG1092,2.319425,1.600554,1.562849,17.525075
CG9766,0,0,0,0
CG9780,0,0,0,0
Vps24,97.425933,113.755371,127.999157,99.924815
Suv3,18.761863,20.806746,28.89439,20.407338
CG9795,28.297133,38.224623,38.823037,32.339683
CG1103,184.71527,227.043571,216.094529,201.764777
Skp2,52.397663,39.025645,54.662372,55.632779
CG1090,0,0.040612,0,0
Sfxn1-3,86.193225,72.34843,57.722269,65.663747
Cont,77.770924,147.844711,105.827857,135.603256
CG14646,80.923955,89.978702,89.268756,70.442298
CG9855,51.203603,52.3987,52.907282,51.700274
CG14647,117.107076,103.914584,114.576938,78.393283
srl,18.078646,27.401171,22.484627,39.342816
eIF3a,84.804303,97.478121,85.780915,115.752982
CG1074,44.834826,44.331233,49.741289,46.195595
CG9804,99.635307,59.406858,67.335509,77.31555
CG14650,30.20661,54.825312,50.084003,46.968692
CG14651,0,0,0,0
Fip1,99.564491,91.24867,105.867431,86.701751
Mur82C,0,0,0,0
CG9775,163.631817,129.782152,188.497097,128.67511
MED31,198.77491,151.824735,186.662517,158.714062
slx1,18.691827,11.996495,13.973248,13.54374
spartin,2.978152,4.910836,2.978318,2.360477
eIF3f1,323.584411,267.288888,241.897362,315.397658
CG14655,0.94835,0.612588,0.972942,0.794402
CG17387,0.064797,0,0.330906,0
CG1129,61.36078,87.555735,82.558431,68.318315
CG1126,0,0,0,0
CG14657,58.705604,78.734683,69.008914,61.762418
CG14658,0,0,0,0
CG14659,0,0,0.22957,0
CG14661,0,0,0.406619,0.133477
CG1124,0.988398,1.105462,0,0.846374
CG14662,0.754119,0.084128,0.015087,0.778913
plh,1.191532,0.069781,1.264908,0.748644
CG12007,26.366915,30.885969,37.354484,30.122527
CG12590,0,0,0,0
dpr16,0.526178,0.337003,0.283721,0.625544
Prosbeta2R2,0,0.048929,0,0.10511
CG1116,59.665584,39.906605,55.125834,41.355751
CG2604,216.077245,147.923387,186.400592,150.784488
Vps37B,224.700916,174.810464,180.637628,181.964047
Mms19,16.400562,21.919554,21.064376,23.153223
CG1113,0.151682,0,0,0.603068
CG12173,183.976387,146.131179,134.76146,162.477396
Tim17a2,2.816082,1.752995,1.492045,1.798924
Tim17b1,0.071152,0,0,0
CG11999,230.329314,240.684341,231.272141,182.635705
CG1161,331.584476,304.244669,304.218849,261.150657
Cerk,31.394263,9.201659,22.891935,31.047732
CG14667,32.334913,23.428454,23.50002,25.021967
CG14668,0,0,0,0
Or83a,0,0,0,0
CG2663,26.58999,43.842994,9.199271,57.45042
Orco,0,0,0,0
CG12147,0,0,0,0
CG14669,0,0,0,0.054415
PEK,18.500233,32.58019,28.205432,37.886935
RpL35A,1691.964462,1639.864569,1394.01667,1706.111899
POLDIP2,58.822899,54.889203,65.197236,41.441277
mRpL44,58.260123,55.472798,45.90341,63.427504
Hcs,5.779979,8.605584,7.909481,6.33784
CG2519,15.696135,24.419177,17.01202,25.414313
Snm1,12.923043,14.033611,12.668021,12.768016
Pi4KIIalpha,11.525436,16.191955,13.725484,13.105817
CG14671,92.529942,80.582169,90.996675,74.756053
CG12746,20.425358,19.314962,24.549468,17.246926
CG2931,81.068346,69.982662,84.751097,64.06752
CG2926,20.300559,37.203527,24.592357,39.037448
rev7,11.290776,7.426635,6.366635,9.68283
CG1427,32.400546,34.340217,38.208393,37.691513
CG2911,8.6752,16.49084,7.193717,13.913878
RpL13A,4163.953658,4087.034357,3757.17069,5043.307215
CG12171,130.361086,85.540331,108.85787,92.397763
CG12170,30.009204,22.861191,20.444674,18.199066
elm,79.85202,56.288943,62.79171,64.711563
MED27,52.691897,52.95325,54.256219,43.959996
CG2182,185.589965,161.707593,226.99806,135.367203
Atg17,3.763561,4.739087,3.907804,6.240167
Rab23,15.001059,20.272604,21.930975,22.842654
CG2104,0,0.042539,0,0
CG1239,21.352498,15.050927,20.728546,11.110663
CG2100,57.930884,43.034964,41.244758,48.346851
CG1236,150.795698,138.534138,138.143428,144.194387
Sym,20.972259,26.388119,26.646919,31.254573
CG2091,108.028546,106.011005,97.982644,109.493196
jagn,91.010129,108.538875,117.916995,102.087988
kat-60L1,0,0,0.465221,0.049268
Hat1,123.683198,107.682397,121.420176,117.8131
CG1218,63.059846,48.991222,51.85738,57.656157
CG2046,174.518801,135.689225,151.547597,116.746405
CG10979,7.257449,9.567098,5.1771,11.061724
Hpr1,33.0788,36.05224,38.808866,38.019084
CG2023,22.557396,30.543938,20.748557,16.575303
dgrn,20.337641,23.246927,24.272227,23.692233
glob3,0,0,0,0.040293
CG1208,0,0,0.531938,2.705644
CG1213,0,3.736366,0,0.232477
CG14676,0,0,0,0
CG2017,29.721107,22.349386,21.362763,26.488141
CG10280,0.610892,1.548013,0.029453,0.341517
CG11459,0.294269,0.025573,0.056163,0.218018
CG15580,0,0,0,0
Or83c,0.044327,0.457175,0,0.23292
Vha14-2,0.107148,0,0,0
CG1077,0,0.065117,0,0
Osi1,0,0,0,0.034519
NPFR,0,0,0,0
Osi24,3.447365,7.538452,6.538428,5.180294
Osi2,40.21335,2.871408,12.267472,8.812838
Osi3,0,0,0,0
Osi4,0,0,0,0
Osi5,0,0,0,0
Osi7,0,0,0,0.047905
Osi8,0,0,0,0
Osi9,4.684419,1.096692,1.054225,4.657206
Osi10,0,0,0,0
Osi11,0,0,0,0
Osi12,0,0,0,0
CG15597,0.092137,0.228952,1.201009,0.248809
CG15594,0,0,0,0
Osi13,0,0,0,0
Osi15,0.082544,0,0,0
Osi17,0,0,0,0
Osi18,0,0,0,0
Osi19,0,0,0,0.180891
Osi20,0,0,0,0
CG17917,2.928107,1.484347,4.249166,2.067225
CG10298,2.559051,1.542099,2.254712,2.955086
CG17919,307.015162,332.673611,288.7272,298.604752
CG18048,20.638477,19.329335,15.423448,15.175712
Hr83,0,0.226763,0,0.19772
CG10286,166.443294,121.940037,154.502301,135.446578
CRAT,28.010917,41.363464,28.715624,30.676138
godzilla,33.66481,45.246083,38.598797,42.606907
Dmtn,14.736328,31.016319,24.685429,22.027664
CG9727,1.966507,4.604518,2.701893,6.021584
Zif,94.491292,78.777969,109.826598,80.804374
Neurochondrin,2.09349,4.097644,79.389897,22.489607
CG15186,0.012647,0.292266,2.340242,0.55108
CG15185,0,0,0,0
CG1137,0,0,0,0
CG2336,0,0,0,0
CG1138,0,0,0,0
sowi,0,0,0,0
CG15177,0,0,0,0
sunz,0,0,0,0
djl,0,0,0,0
CG1988,0.189067,0.203063,0.015585,0.096243
CG1105,63.323226,65.5356,75.362191,71.991565
CG1965,18.189253,20.767575,24.448391,20.082839
Ufl1,56.664563,66.069644,77.652697,57.976434
CG1943,549.859797,382.48286,515.571831,477.024432
Dpck,11.488285,12.48458,8.557583,12.874705
Tailor,114.566675,108.059625,134.907099,107.358634
CG10098,84.418545,122.515405,120.613792,84.868651
CG10068,23.396041,28.863582,32.074594,24.901768
Fer1,0,0,0,0
CG14610,0,0,0,0.24846
CG2656,137.778734,83.793368,98.428659,92.305153
MAGE,21.919044,20.471812,13.5373,26.34401
CG10055,15.426022,20.117546,20.487412,15.021909
CG14609,0.169599,0.043297,0.355238,0
CG14606,0,0,0,0
CG14605,0,0,0,0
thw,0.029473,1.070488,0.006291,0.211503
CG14607,0,0,0,0
CG1234,58.041148,47.739448,72.140031,56.266164
CG10053,37.326805,28.593648,32.661442,29.053075
CG1227,17.498212,18.637647,16.763084,19.391791
CG10050,19.434734,21.529301,27.453916,19.315603
CG10029,0.14921,0.067406,0,0
CG17944,0,0,0,0
Ir84a,0,0,0.103974,0
wa-cup,0,0,0,0
CG14598,9.623125,5.531972,13.716187,23.101523
CG1142,186.902945,135.816047,173.871095,162.713951
Mics1,0,0,0,0
CG2616,0,0,0,0
pyd3,0.205293,0,0.089763,0
CG10919,0,0,0,0
Sp7,5.463051,13.421316,10.803737,9.128705
CG11286,0,0,0,0
CG10086,0,0,0,0
CG2641,5.891185,3.952085,4.634176,6.329736
CG3014,0,0.133975,0,0.132417
CG18268,0,0,0,0
CG2993,0.03127,0.009194,0,0.090232
CG17816,8.193782,8.606625,16.577485,8.933132
ArgRS-m,12.935152,10.19616,14.537072,12.272042
mRpS9,25.37545,25.478581,22.22343,32.868021
EMC1,36.335434,54.973873,39.942446,54.955023
CG10445,3.450693,2.422391,2.381591,2.117364
CD98hc,379.963855,523.240655,531.287704,346.883841
CG2781,0.074529,0.877832,1.082411,0.805676
PIG-H,64.095879,46.607319,53.163325,40.727678
CG2698,42.79669,45.778782,55.614085,49.238548
CG2767,162.206144,175.889067,158.991963,186.728928
CG3223,160.010236,155.894731,216.116981,149.785233
CG10435,32.003307,37.361055,45.053026,28.346325
Pbp95,11.250054,10.340561,16.015012,11.434315
CG2747,5.534509,12.702349,6.831869,16.441828
CG10903,88.256288,51.213315,73.269946,64.320399
CG11035,12.829476,14.911923,12.156858,9.347871
mAChR-B,0,0,0.056483,0
CG7910,0,0.139933,0,0
CG7900,0,0.015225,0.032785,0.151283
CG7878,100.944265,94.299545,117.440939,104.818429
CG9667,121.212751,81.081517,91.867708,89.038601
Gie,133.779245,153.266146,130.399107,120.798293
CG7800,11.148793,9.984221,12.740572,10.382671
CG18249,0.244172,0.067179,0.170869,1.328385
DNApol-iota,19.891419,25.539682,26.634642,27.798969
